施設ID,施設名,電話番号,郵便番号,都道府県,市区町村,住所,web,GoogleMap,ランク,カテゴリ,latitude,longitude,施設GID,営業ステータス,phone,照合方法,post_id,normalized_name,normalized_address
111,双子山デンタルクリニック,011-300-9622,〒064-0946,北海道,札幌市,中央区双子山2丁目1−1,https://www.futagoyama-dental.com/,"https://www.google.com/maps/place/Futagoyama+Dental+Clinic/@43.0429048,141.31773,17z/data=!3m1!4b1!4m6!3m5!1s0x5f0b29485af1dd81:0x2eae09d9f4d37a35!8m2!3d43.0429048!4d141.31773!16s%2Fg%2F11t9q5pdty?entry=ttu&g_ep=EgoyMDI2MDEyNS4wIKXMDSoASAFQAw%3D%3D",5,歯科医院,43.0429048,141.3177301,ChIJgd3xWkgpC18RNXrT9NkJri4,,113009622,GoogleMapのみ,304068,双子山デンタルクリニック,中央区双子山2丁目11
112,いとデンタルクリニック,011-699-5775,〒064-0822,北海道,札幌市,中央区北2条西28丁目1−26 エストラーダ円山 2階,https://itodental-sapporo.com/?utm_source=google&utm_medium=maps,"https://www.google.com/maps/place/Ito+Dental+Clinic/@43.0591606,141.3139094,17z/data=!3m1!4b1!4m6!3m5!1s0x5f0b293d588e1453:0x1f9d101f4bf6ec39!8m2!3d43.0591606!4d141.3139094!16s%2Fg%2F11nnqclfnc?entry=ttu&g_ep=EgoyMDI2MDEyNS4wIKXMDSoASAFQAw%3D%3D",3.9,歯科医院,43.0591606,141.3139094,ChIJUxSOWD0pC18ROez2Sx8QnR8,,116995775,GoogleMapのみ,304069,いとデンタルクリニック,中央区北2条西28丁目126エストラダ円山2階
113,関井歯科,011-563-1666,〒064-0810,北海道,札幌市,中央区南10条西1丁目1−40,,https://maps.google.com/?cid=15709529108167356782,4.7,歯科医院,43.0475718,141.3567667,ChIJv-U_SyYqC18RbnH5wH11A9o,,115631666,電話番号+緯度経度,2093,関井歯科,中央区南10条西1丁目140
114,もりなデンタルクリニック,011-644-6969,〒060-0005,北海道,札幌市,中央区北5条西16丁目2−16 ダイアパレス北5条第2,https://www.morina-dental.jp/,"https://www.google.com/maps/place/Daia+Dental+Clinic/@43.0648948,141.3302356,17z/data=!3m1!4b1!4m6!3m5!1s0x5f0b29bcbb118359:0x1921a1a6150c43a7!8m2!3d43.0648948!4d141.3302356!16s%2Fg%2F11c310xljw?entry=ttu&g_ep=EgoyMDI2MDEyNS4wIKXMDSoASAFQAw%3D%3D",4.2,歯科医院,43.0648948,141.3302356,ChIJWYMRu7wpC18Rp0MMFaahIRk,,116446969,電話番号+緯度経度,5292,もりなデンタルクリニック,中央区北5条西16丁目216ダイアパレス北5条第2
115,医療法人社団きむら歯科 札幌ステーションデンタル 歯科口腔外科・矯正歯科,011-790-8602,〒060-0808,北海道,札幌市,北区北8条西1丁目3 さつきた8・1 A棟 3階,https://www.sapporo-st.com/,"https://www.google.com/maps/place/%E6%9C%AD%E5%B9%8C%E3%82%B9%E3%83%86%E3%83%BC%E3%82%B7%E3%83%A7%E3%83%B3%E3%83%87%E3%83%B3%E3%82%BF%E3%83%AB/@43.0709123,141.3506265,17z/data=!3m1!4b1!4m6!3m5!1s0x5f0b29c089a7eb23:0xa36e3047b261f552!8m2!3d43.0709084!4d141.3532014!16s%2Fg%2F11vx3jf5qq?entry=ttu&g_ep=EgoyMDI2MDEyNS4wIKXMDSoKLDEwMDc5MjA3MUgBUAM%3D",4.9,歯科医院,43.0709084,141.3532014,ChIJI-unicApC18RUvVhskcwbqM,,117908602,GoogleMapのみ,304070,医療法人社団きむら歯科 札幌ステーションデンタル 歯科口腔外科・矯正歯科,北区北8条西1丁目3さつきた8・1A棟3階
116,医療法人 二期会歯科クリニック,011-251-2220,〒060-0003,北海道,札幌市,中央区北3条西2丁目1 ＮＣ北専北3条ビル 8F 東急南向かい、かに本家隣,http://nikikai.com/index.html,"https://www.google.com/maps/place/Nikikai+Dental+Clinic/@43.0656517,141.3529499,17z/data=!3m1!4b1!4m6!3m5!1s0x5f0b2975bf42d755:0x34a847ee424aef37!8m2!3d43.0656517!4d141.3529499!16s%2Fg%2F1tczdpwn?entry=ttu&g_ep=EgoyMDI2MDEyNS4wIKXMDSoKLDEwMDc5MjA3MUgBUAM%3D",4.1,歯科医院,43.0657346,141.3530294,ChIJVddCv3UpC18RN-9KQu5HqDQ,,112512220,電話番号+緯度経度,2125,医療法人 二期会歯科クリニック,中央区北3条西2丁目1ＮＣ北専北3条ビル8F東急南向かい、か
117,東区役所前エスト歯科,011-748-8811,〒065-0012,北海道,札幌市,東区北12条東8丁目1−6 市営住宅光星6号棟 1階,https://www.higashikuyakushomae-est-dental.com/,"https://www.google.com/maps/place/Higashikuyakushomae+Est+Dental+Clinic/@43.0774001,141.3645297,17z/data=!3m1!4b1!4m6!3m5!1s0x5f0b294ddfa90045:0x18a0768673b906bf!8m2!3d43.0774001!4d141.3645297!16s%2Fg%2F11q1rdk5qz?entry=ttu&g_ep=EgoyMDI2MDEyNS4wIKXMDSoKLDEwMDc5MjA3MUgBUAM%3D",4.7,歯科医院,43.0774001,141.3645297,ChIJRQCp300pC18Rvwa5c4Z2oBg,,117488811,GoogleMapのみ,304071,東区役所前エスト歯科,東区北12条東8丁目16市営住宅光星6号棟1階
118,札幌プレミアム歯科,011-748-3700,〒065-0008,北海道,札幌市,東区北8条東13丁目1−15,https://www.s-premiumdental.com/,"https://www.google.com/maps/place/%E6%9C%AD%E5%B9%8C%E3%83%97%E3%83%AC%E3%83%9F%E3%82%A2%E3%83%A0%E6%AD%AF%E7%A7%91/@43.07372,141.3739858,17z/data=!3m1!4b1!4m6!3m5!1s0x5f0b292cd7d8b369:0x392a5e72b624fd!8m2!3d43.07372!4d141.3739858!16s%2Fg%2F11jgc4v16h?entry=ttu&g_ep=EgoyMDI2MDEyNS4wIKXMDSoKLDEwMDc5MjA3MUgBUAM%3D",4.3,歯科医院,43.07372,141.3739858,ChIJabPY1ywpC18R_SS2cl4qOQA,,117483700,GoogleMapのみ,304072,札幌プレミアム歯科,東区北8条東13丁目115
119,札幌デンタルケア,0120-468-412,〒060-0002,北海道,札幌市,中央区北2条西3丁目1 敷島ビル 4Ｆ,https://www.dental-care.jp/,"https://www.google.com/maps/place/Sapporo+Dental+Care/@43.0635771,141.3518866,17z/data=!3m1!4b1!4m6!3m5!1s0x5f0b299de3e0612b:0x38d54585d4861bc!8m2!3d43.0635771!4d141.3518866!16s%2Fg%2F1tfd6s61?entry=ttu&g_ep=EgoyMDI2MDEyNS4wIKXMDSoKLDEwMDc5MjA3MUgBUAM%3D",5,歯科医院,43.0635771,141.3518866,ChIJK2Hg450pC18RvGFIXVhUjQM,,120468412,電話番号（緯度経度不一致）,1959,札幌デンタルケア,中央区北2条西3丁目1敷島ビル4Ｆ
120,谷脇歯科クリニック,011-213-1184,〒060-0042,北海道,札幌市,中央区大通西5丁目8 昭和ビル 8F,https://taniwaki-dental.jp/,"https://www.google.com/maps/place/Taniwaki+Dental+Clinic/@43.0595939,141.3495718,17z/data=!3m1!4b1!4m6!3m5!1s0x5f0b2928c1ed52ed:0xf01eaf15fc3fddab!8m2!3d43.0595939!4d141.3495718!16s%2Fg%2F11jzp4lx5h?entry=ttu&g_ep=EgoyMDI2MDEyNS4wIKXMDSoKLDEwMDc5MjA3MUgBUAM%3D",4.3,歯科医院,43.0595939,141.3495718,ChIJ7VLtwSgpC18Rq90__BWvHvA,,112131184,電話番号（緯度経度不一致）,6743,谷脇歯科クリニック,中央区大通西5丁目8昭和ビル8F
121,ノブデンタルクリニック,011-598-1181,〒062-0934,北海道,札幌市,豊平区平岸4条8丁目8−8 ノブデンタルクリニック 内,https://nobu-dental.com/,"https://www.google.com/maps/place/Nobu+Dental+Clinic/@43.0335336,141.3766745,17z/data=!3m1!4b1!4m6!3m5!1s0x5f0b2b1bd0676353:0x72de589b870286e3!8m2!3d43.0335336!4d141.3766745!16s%2Fg%2F11b6hmmhss?entry=ttu&g_ep=EgoyMDI2MDEyNS4wIKXMDSoKLDEwMDc5MjA3MUgBUAM%3D",4.6,歯科医院,43.0335171,141.376603,ChIJU2Nn0BsrC18R44YCh5tY3nI,,115981181,電話番号+緯度経度,6254,ノブデンタルクリニック,豊平区平岸4条8丁目88ノブデンタルクリニック内
122,さっぽろプロケア歯科クリニック,011-820-7755,〒062-0903,北海道,札幌市,豊平区豊平3条1丁目1−38 キタコーリバーバンクビル 1階 さっぽろプロケア歯科クリニック,https://www.sappro-dc.jp/,"https://www.google.com/maps/place/Sapporo+Pro+Care+Dental+Clinic/@43.0554239,141.3634396,17z/data=!3m1!4b1!4m6!3m5!1s0x5f0b29c519754561:0xaaa4a97f4d8d9e93!8m2!3d43.05542!4d141.3660145!16s%2Fg%2F11b7jx1nly?entry=ttu&g_ep=EgoyMDI2MDEyNS4wIKXMDSoKLDEwMDc5MjA2OUgBUAM%3D",4.5,歯科医院,43.05542,141.3660145,ChIJYUV1GcUpC18Rk56NTX-ppKo,,118207755,電話番号+緯度経度,8756,さっぽろプロケア歯科クリニック,豊平区豊平3条1丁目138キタコリババンクビル1階さっぽろプ
123,きしやデンタルクリニック,011-624-7291,〒060-0042,北海道,札幌市,中央区大通西16丁目1−30 第10芙蓉ビル 2階,http://kishiya-dental.com/index.html,"https://www.google.com/maps/place/Kishiya+Dental+Clinic/@43.0569878,141.3322617,17z/data=!3m1!4b1!4m6!3m5!1s0x5f0b2994283f5961:0xdab96df3dcb890de!8m2!3d43.0569878!4d141.3322617!16s%2Fg%2F1ptyl2shy?entry=ttu&g_ep=EgoyMDI2MDEyNS4wIKXMDSoKLDEwMDc5MjA2OUgBUAM%3D",4.6,歯科医院,43.0569878,141.3322617,ChIJYVk_KJQpC18R3pC43PNtudo,,116247291,電話番号+緯度経度,7052,きしやデンタルクリニック,中央区大通西16丁目130第10芙蓉ビル2階
124,ビューティーデンタルクリニック札幌,011-232-1182,〒060-0061,北海道,札幌市,中央区南1条西2丁目1−1 らんたんビル 3F,http://bdc-sapporo.com/,"https://www.google.com/maps/place/Beauty+Dental+Clinic+Sapporo/@43.059207,141.355465,17z/data=!3m1!4b1!4m6!3m5!1s0x5f0b29832756eb51:0x4a90bb9e6106bcfd!8m2!3d43.059207!4d141.355465!16s%2Fg%2F1pty_tmds?entry=ttu&g_ep=EgoyMDI2MDEyNS4wIKXMDSoKLDEwMDc5MjA2OUgBUAM%3D",4.6,歯科医院,43.059207,141.355465,ChIJUetWJ4MpC18R_bwGYZ67kEo,,112321182,電話番号（緯度経度不一致）,6921,ビューティーデンタルクリニック札幌,中央区南1条西2丁目11らんたんビル3F
125,ブランデンタルクリニック伏見,011-522-4182,〒064-0918,北海道,札幌市,中央区南18条西17丁目1−1 伏見センタービル 2F ラルズマート伏見店,https://blanc-dental.net/,"https://www.google.com/maps/place/%E6%9C%AD%E5%B9%8C%E3%83%96%E3%83%A9%E3%83%B3%E3%83%87%E3%83%B3%E3%82%BF%E3%83%AB%E3%82%AF%E3%83%AA%E3%83%8B%E3%83%83%E3%82%AF%E4%BC%8F%E8%A6%8B/@43.0351249,141.3328531,17z/data=!3m1!4b1!4m6!3m5!1s0x5f0b2a040b8d3325:0x2a077cc63734bc8b!8m2!3d43.0351249!4d141.3328531!16s%2Fg%2F11f3x59wj7?entry=ttu&g_ep=EgoyMDI2MDEyNS4wIKXMDSoKLDEwMDc5MjA2OUgBUAM%3D",4.4,歯科医院,43.0351249,141.3328531,ChIJJTONCwQqC18Ri7w0N8Z8Byo,,115224182,GoogleMapのみ,304073,ブランデンタルクリニック伏見,中央区南18条西17丁目11伏見センタビル2Fラルズマト伏見
126,Dental Office Hokuai,011-783-3418,〒065-0016,北海道,札幌市,東区北16条東16丁目1−13 北愛メディカルビル 2F,https://www.dentalofficehokuai.com/,"https://www.google.com/maps/place/Dental+Office+Hokuai/@43.0839932,141.3744853,17z/data=!3m1!4b1!4m6!3m5!1s0x5f0b29fa1901b9a9:0xa6b3a1a19be9e5f6!8m2!3d43.0839932!4d141.3744853!16s%2Fg%2F11r1ywg380?entry=ttu&g_ep=EgoyMDI2MDEyNS4wIKXMDSoKLDEwMDc5MjA2OUgBUAM%3D",5,歯科医院,43.0839932,141.3744853,ChIJqbkBGfopC18R9uXpm6Ghs6Y,,117833418,電話番号（緯度経度不一致）,3065,Dental Office Hokuai,東区北16条東16丁目113北愛メディカルビル2F
127,こまいデンタルクリニック,011-699-6544,〒060-0004,北海道,札幌市,中央区北4条西16丁目1−3 栗林幌西ビル 1階,http://komai-dental.net/,"https://www.google.com/maps/place/Komai+Dental+Clinic/@43.0638908,141.3306361,17z/data=!3m1!4b1!4m6!3m5!1s0x5f0b29752e97e5c3:0x14e1d9cef78629b9!8m2!3d43.0638908!4d141.3306361!16s%2Fg%2F11h3mw0r52?entry=ttu&g_ep=EgoyMDI2MDEyNS4wIKXMDSoKLDEwMDc5MjA2OUgBUAM%3D",5,歯科医院,43.0638908,141.330636,ChIJw-WXLnUpC18RuSmG987Z4RQ,,116996544,GoogleMapのみ,304074,こまいデンタルクリニック,中央区北4条西16丁目13栗林幌西ビル1階
128,宮の森シュウデンタルオフィス,011-788-5555,〒064-0953,北海道,札幌市,中央区宮の森3条4丁目6−18,http://www.shu-dentaloffice.com/,"https://www.google.com/maps/place/Shu+Dental+Office/@43.0648443,141.3053,17z/data=!3m1!4b1!4m6!3m5!1s0x5f0b29c91550cadd:0xb23150a30be9e62c!8m2!3d43.0648443!4d141.3053!16s%2Fg%2F1ts3fds_?entry=ttu&g_ep=EgoyMDI2MDEyNS4wIKXMDSoKLDEwMDc5MjA2OUgBUAM%3D",4.8,歯科医院,43.0648443,141.3053,ChIJ3cpQFckpC18RLObpC6NQMbI,,117885555,電話番号+緯度経度,6632,宮の森シュウデンタルオフィス,中央区宮の森3条4丁目618
129,札幌歯科,011-522-8148,〒064-0916,北海道,札幌市,中央区南16条西15丁目1−7 荒谷ビル,https://www.sapporoshika.net/,"https://www.google.com/maps/place/%E6%9C%AD%E5%B9%8C%E6%AD%AF%E7%A7%91/@43.0377611,141.3339666,17z/data=!3m1!4b1!4m6!3m5!1s0x5f0b2bd9c910a3b7:0xe941b2825c6b8642!8m2!3d43.0377572!4d141.3365415!16s%2Fg%2F11lscl7xpd?entry=ttu&g_ep=EgoyMDI2MDEyNS4wIKXMDSoKLDEwMDc5MjA2OUgBUAM%3D",5,歯科医院,43.0377572,141.3365415,ChIJt6MQydkrC18RQoZrXIKyQek,,115228148,GoogleMapのみ,304075,札幌歯科,中央区南16条西15丁目17荒谷ビル
130,とよひら歯科クリニック,011-837-6480,〒062-0902,北海道,札幌市,豊平区豊平2条5丁目1−15 101,https://www.toyohira-dc.com/,"https://www.google.com/maps/place/Toyohira+Dental+Clinic/@43.0521014,141.3731362,17z/data=!3m1!4b1!4m6!3m5!1s0x5f0b2b5ba59ac001:0x9a18bec0c3bd663c!8m2!3d43.0521014!4d141.3731362!16s%2Fg%2F11mpb739vv?entry=ttu&g_ep=EgoyMDI2MDEyNS4wIKXMDSoKLDEwMDc5MjA2OUgBUAM%3D",4.1,歯科医院,43.0521014,141.3731362,ChIJAcCapVsrC18RPGa9w8C-GJo,,118376480,GoogleMapのみ,304076,とよひら歯科クリニック,豊平区豊平2条5丁目115101
131,歯科オムニデンティックス,011-242-6664,〒060-0061,北海道,札幌市,中央区南1条西3丁目8 エムズサッポロ 9階,http://www.omnidentix.com/,"https://www.google.com/maps/place/%E6%AD%AF%E7%A7%91%E3%82%AA%E3%83%A0%E3%83%8B%E3%83%87%E3%83%B3%E3%83%86%E3%82%A3%E3%83%83%E3%82%AF%E3%82%B9/@43.0593651,141.3537719,17z/data=!3m1!4b1!4m6!3m5!1s0x5f0b298332e1252d:0x88d5ad4fdc19e17b!8m2!3d43.0593651!4d141.3537719!16s%2Fg%2F1vzv3g80?entry=ttu&g_ep=EgoyMDI2MDEyNS4wIKXMDSoKLDEwMDc5MjA2OUgBUAM%3D",2.8,歯科医院,43.0593651,141.3537719,ChIJLSXhMoMpC18Re-EZ3E-t1Yg,,112426664,電話番号+緯度経度,1964,歯科オムニデンティックス,中央区南1条西3丁目8エムズサッポロ9階
132,9条歯科クリニック,011-511-8784,〒064-0809,北海道,札幌市,中央区南9条西9丁目1−33 第2三協ビル1Ｆ,http://9jyoushika.jp/,"https://www.google.com/maps/place/9+Jo+Dental+Clinic/@43.0484852,141.3450528,17z/data=!3m1!4b1!4m6!3m5!1s0x5f0b298bb276c9af:0x454c0e22d005c6a!8m2!3d43.0484852!4d141.3450528!16s%2Fg%2F1tmpvs91?entry=ttu&g_ep=EgoyMDI2MDEyNS4wIKXMDSoKLDEwMDc5MjA2OUgBUAM%3D",4,歯科医院,43.0484852,141.3450528,ChIJr8l2sospC18RalwALeLAVAQ,,115118784,電話番号+緯度経度,4858,9条歯科クリニック,中央区南9条西9丁目133第2三協ビル1Ｆ
133,札幌駅前歯科円山クリニック,011-642-8000,〒064-0824,北海道,札幌市,中央区北4条西24丁目1−11 アンビシャスビル 2階,https://www.ekimaeshika.jp/,"https://www.google.com/maps/place/Sapporo+Ekimae+Dental+Maruyama+Clinic/@43.0615171,141.3192864,17z/data=!3m1!4b1!4m6!3m5!1s0x5f0b29b8b25f3c77:0xeb989e6f3c993131!8m2!3d43.0615171!4d141.3192864!16s%2Fg%2F1hd_1q7gm?entry=ttu&g_ep=EgoyMDI2MDEyNS4wIKXMDSoKLDEwMDc5MjA2OUgBUAM%3D",4.2,歯科医院,43.0615171,141.3192863,ChIJdzxfsrgpC18RMTGZPG-emOs,,116428000,電話番号+緯度経度,7346,札幌駅前歯科円山クリニック,中央区北4条西24丁目111アンビシャスビル2階
134,さっぽろ元町歯科クリニック,011-722-0555,〒065-0027,北海道,札幌市,東区北27条東15丁目1−20,https://sapporo-motomachi-dc.com/,"https://www.google.com/maps/place/%E3%81%95%E3%81%A3%E3%81%BD%E3%82%8D%E5%85%83%E7%94%BA%E6%AD%AF%E7%A7%91%E3%82%AF%E3%83%AA%E3%83%8B%E3%83%83%E3%82%AF/@43.0977192,141.3704879,17z/data=!3m1!4b1!4m6!3m5!1s0x5f0b29201d22ffcb:0x8b081da4dadc63b7!8m2!3d43.0977192!4d141.3704879!16s%2Fg%2F11ftfbddzm?entry=ttu&g_ep=EgoyMDI2MDEyNS4wIKXMDSoKLDEwMDc5MjA2OUgBUAM%3D",3.9,歯科医院,43.0977192,141.3704879,ChIJy_8iHSApC18Rt2Pc2qQdCIs,,117220555,GoogleMapのみ,304077,さっぽろ元町歯科クリニック,東区北27条東15丁目120
