レビューID,施設ID,施設GID,レビュワー評価,レビュワー名,レビュー日時,レビュー本文,レビュー要約,レビューGID
111,2320,ChIJ8-v1AxPuTzURK7UNWShPiu4,5,高橋李依,2026-01-27T06:21:01.800Z,"歯並びの後戻りが気になってこちらの病院にお世話になりました！！
最初のカウンセリングからとても丁寧で
歯並びが綺麗になる期間や料金の事もすごく親身になって相談にのってくれて担当して下さったお姉さんにはとても感謝してます☺️✨️
先生も優しくて柔らかい雰囲気の方で治療も痛みが全くなく安心して通院できました✨️
矯正が終わった後にホワイトニングもしてみたいと言うと、また担当のお姉さんがしっかりと説明して下さって色んな歯医者さんがある中でここを選んでよかったなと思いました☺️✨️
歯医者さんでお悩みの方には是非行って欲しい歯医者さんです☺️",,Ci9DQUlRQUNvZENodHljRjlvT2psalFWOUdkMGgwTkVGNlJsVXpia1JuY1hBMVpuYxAB
112,30130,ChIJvy-CEW_KQTUR9pUgDODG2QU,4,にゃ,2026-01-27T03:30:30.182Z,ネット予約が可能なので定期検診で通っています。技術面は問題ないと思いますが、受付の声が小さすぎて聞こえない。,,Ci9DQUlRQUNvZENodHljRjlvT21OVk5uQjRPWE5WTFdKdFJVOVpjWEJsV0dodWNVRRAB
113,30244,ChIJZ0xkWn_KQTUR3R9PUft7t4M,5,N “nya” K,2026-02-04T11:54:37.952Z,"四世代で通院、私は20年ほど通っています。

始まりは当時3歳の治療からでした。
先生の人柄のよさはもちろん、歯を治療するだけではなく体内から予防し健康を維持するための歯科治療にとても尊敬しています。また歯科衛生士の方々もとても勉強してらっしゃっるし先生との連携もしっかりされるので頼りになります

要介護の高齢者から乳児までお世話になっていますが、信頼できるよき歯科です。",,Ci9DQUlRQUNvZENodHljRjlvT25wRGFEWkdiRXgxY0VveGVsVkZTbFUwWTI4NFMxRRAB
114,30357,ChIJiYP6NgcpQDUR3a7OhrqTScQ,5,なーみー,2026-02-04T06:33:28.215Z,"いつもクリーニングで経過を見ていただいています。
歯科は怖い印象が強く、いつも足が遠のいていましたが、松尾歯科さんは皆さん優しく、私でも通うことが出来ています。
経過をしっかり見て頂けて安心です。
歳をとっても自分の歯で食事が取れることを目標に今後も通いたいと思います🙇🏻‍♀️
よろしくお願いします。",,Ci9DQUlRQUNvZENodHljRjlvT21FNU5HWnVOR2RsZEZwR1QweHRNR04xZFVGYU5VRRAB
115,30378,ChIJf9SPZ8G3QTURw0Rsmr8EHyg,5,r 5423,2026-02-05T05:37:28.567Z,"往復1時間はかかりますが、お願いして良かったなと思える歯医者さんです。地元に沢山歯医者がある中で、転々としてきましたが、
院長先生は的確な判断をして下さいますし、虫歯も早期に発見してくれます。助手さん達も大変親切で、小さい娘も怖がる事なく、歯医者に行きたいと言ってます。遠くても行く価値はある歯医者さんだと思いました。
歯は大切だと改めて思いました。定期的に伺います",,Ci9DQUlRQUNvZENodHljRjlvT201VFZuWmFUbU5wU0VKMFJUQlBRWGhoV0U4MGFsRRAB
116,30380,ChIJi_Fny-m5QTUReVV7_LB3wh8,5,千布剛,2026-01-31T09:11:44.264Z,予約だから待たなくていいし、先生やスタッフさんの仕事は丁寧だし、優しいし、値段も安いし言うことない！こんな最高の歯科医院は滅多にない100点満点,,Ci9DQUlRQUNvZENodHljRjlvT2tOMlZ6UTJNRTVZUkU5U05XNVBNRE5rWlhaWmFuYxAB
117,30380,ChIJi_Fny-m5QTUReVV7_LB3wh8,3,H,2026-01-27T16:47:33.510Z,確かに設備は整っていて、きちんと説明もされるしスタッフの対応も良い。ただし患者数が多くて治療は月に1回程度となるので早く治したい人には向かない。歯科医一人のキャパを超えているのではと思う。他のレビューにもあったがお金のかかる治療法を進められるのが残念。どこもそうだけど。,,Ci9DQUlRQUNvZENodHljRjlvT2pkRU1GbG5jbkZGY0hCM2FtTk1XR1ptY0RCcVJVRRAB
118,30398,ChIJkQKRdF-iQTURlC9Qf6nTfmA,5,樋口久光,2026-01-30T01:07:17.290Z,,,Ci9DQUlRQUNvZENodHljRjlvT21sNWFtSlBaR3d3VjFJM1dUVTRabHAzY2xSWlpuYxAB
119,36032,ChIJiev6s_d_QTURJu0u-TmfoOA,5,sanchez6742,2026-02-05T10:05:46.025Z,"以前の歯医者の対応に不満があり、詰め物が取れた機会に別の歯医者を探してたところ、土日が開いててゆめタウンでいつも買い物してて利便性もよく、通いやすいと思い、ネット予約してみました😊

私は土日しか受診できないため、以前の歯医者は1ヶ月に1回程度の予約しか取れませんでしたが、ここは土日でも予約が比較的希望するところを取りやすく、週1回程度で通えたこともありとても短い期間で、しかも以前の歯医者よりかなり少ない診療回数で完了しました😳
短く少ない診療回数でありながら、しっかりとした原因確認と治療を施され、治療後も全く問題ありません🥰

2歳の娘を連れて行かなければ行けない時は、本来は泣きじゃくってどうしようもないところを、保育士さんがお世話をしてくれたり、キッズスペースや子ども連れ用のお部屋もあり、とても助かりました😭

院長先生やスタッフの方は、皆さんとても優しく思いやりのある方しかいないのでストレスなく安心して治療できました❤️‍🩹

オフィスホワイトニングもやっていただきましたが、想像よりも安く、効果も十分で大満足です😁

3ヶ月に1回の定期点検をしていただいている際に見つかった虫歯治療は、1〜2回の受診で完了しました😳

本当に大満足で、知人に胸を張ってオススメできる最高の歯医者さんです🤩",,Ci9DQUlRQUNvZENodHljRjlvT25kTVIxVm1UR1ZLU2tGNVNtWXlVazlvYkd4M05IYxAB
120,36032,ChIJiev6s_d_QTURJu0u-TmfoOA,5,Shumpei K,2026-02-04T09:00:11.235Z,"急に歯が痛くなってしまって、友達に紹介してもらった歯医者さんに当日ダメ元で連絡したら、そのまま診てもらえました。
正直、歯医者は昔からかなり苦手なんですが、院長先生がすごく優しくて、治療の説明もわかりやすくしてくれたので安心できました。
治療も思っていたほど痛くなくて、「もっと早く来ればよかった…」と思ったくらいです。
歯科衛生士さんも感じが良くて、細かいところまで気にかけてくれたのが印象的でした。
急なお願いだったのに丁寧に対応してもらえて、本当に助かりました!
これからはきちんと定期的に通おうと思います!",,Ci9DQUlRQUNvZENodHljRjlvT2tJMWVFNXdha0o2TTIxWk5WaGpVV3R6TUVVdE4zYxAB
121,33933,ChIJI_v2WCEFVzUR6GJEDpbrxWQ,1,こーじー,2026-01-30T14:44:06.270Z,先生によっては治療が痛い。あの先生に治療して欲しかったのに…って思う。支払いが終わり、ありがとう御座いました！と言っても 受付の方の返事は無い。自分以外の患者さんにも同じ対応でした。なんか嫌な気がした。娘や友達に大町歯科さんを紹介していたので、責任を感じます。腕の良い先生もおられますので、何と言って良いのか複雑な気持ちでいます。,,Ci9DQUlRQUNvZENodHljRjlvT25aUlJqQmZMVVpmV21NNFUybGhNV2hsUnpkd2NIYxAB
122,36768,ChIJcQdr2O2mRjURkaiqn9ElL7Q,5,たたたくくく,2026-02-02T06:56:36.653Z,,,Ci9DQUlRQUNvZENodHljRjlvT25sYWFtNVNXSFI2UjNCamF6RnZjMFZ6TkRSb1NWRRAB
123,36031,ChIJAS7hLEl-QTURuhYgKWUwH6I,5,藤木秀憲,2026-01-29T08:40:44.384Z,いつも無理な短期間での治療に気持ちよく対応していただいて、大変感謝しています。院長のつぶらな瞳が光る笑顔が素敵です。,,Ci9DQUlRQUNvZENodHljRjlvT20xMWExaDFPUzExVjFoWFlVdzRORlZTVTJabFJsRRAB
124,36760,ChIJMe2eK2enRjURJGhdAcYxT8k,1,ノン太郎,2026-01-29T06:59:32.473Z,"上の前歯が痛み腫れていたけど､下の歯が当たるからとなんともない歯を削られて下の歯並びがさいさの状態になった。
治療した上の前歯は削って薄い状態で他の歯に取り掛かると言って何週間も放ったらかしで結局、歯は折れました。
二度と行かない",,Ci9DQUlRQUNvZENodHljRjlvT25sbWVXUnhiVGxEWld4WmFGOVpVbGN5TFVkZmRuYxAB
125,36772,ChIJMfe24camRjURrhWy5kEzqs8,5,永真,2026-02-05T19:13:16.156Z,歯周病予防の為3ヶ月に1回クリーニング利用,,Ci9DQUlRQUNvZENodHljRjlvT2tKU2FFcFpZMGRHVlZaWVVqVmhlRVZMWkhaTlVrRRAB
126,36787,ChIJUy3LVv-mRjUR60B2oFc618U,2,刘春红,2026-02-03T08:40:00.758Z,先生めちゃいい先生けど　身長1番高いのスタッフが態度めちゃ悪いし言葉もきつい　優しさが全然ない,,Ci9DQUlRQUNvZENodHljRjlvT2tWSlkyNXFjWE5KZVZKSU1HcFhiMDVyWWtKSVQzYxAB
127,36787,ChIJUy3LVv-mRjUR60B2oFc618U,3,天空光星（ほたる）,2026-01-30T04:51:33.899Z,"先生は、少し見下した言い方をする時がある。
先生にとっては低レベルな質問でも紳士に対応してくれたら,さらによい歯科医院になると思う🪥",,Ci9DQUlRQUNvZENodHljRjlvT2xCRVVWWnlXbGx0UlhReWNIRllaV3hsTVVSSWFtYxAB
128,36812,ChIJ462-ZeChRjURgBIRrQnuf3U,5,KAZ,2026-02-04T08:36:17.228Z,素敵な歯医者さんでいつもお世話になってます。,,Ci9DQUlRQUNvZENodHljRjlvT2tSTlkwTkRTRUZRVFU1SGMzZzVOMDU0ZHpaSk1HYxAB
129,36813,ChIJs1yoc_iiRjURerKsLLcDgho,5,ゆう,2026-02-04T06:21:50.295Z,"娘2人が長くお世話になっている歯医者さんです。先生もスタッフの方もとても優しく、子どもにも分かりやすく丁寧に説明してくださるので、歯医者が苦手な娘も安心して通えています。
院内もキッズスペースや個室もあり、綺麗で雰囲気も落ち着いていています。",,Ci9DQUlRQUNvZENodHljRjlvT20wNFdFZGpaRzFOUTBaNGVtaDNhamhKYTB0TmQyYxAB
130,36813,ChIJs1yoc_iiRjURerKsLLcDgho,5,mimix,2026-02-03T01:54:09.216Z,歯のクリーニングをしていただき着色汚れが綺麗に取れました。これからも定期的によろしくお願いします。,,Ci9DQUlRQUNvZENodHljRjlvT2pZM1pHMUhUMjh3ZUdOaVpXaEdjWHAyUkRsWE1rRRAB
131,36823,ChIJ3XfYMqyfRjURPsCUE4W0LVA,5,LUCIFER,2026-01-30T04:12:27.454Z,"まさかの30年以上前に子供の頃
歯を見てくれた先生でした。
突然久しぶり！っと言われてびっくりしました！
親身になって様々なお話をしてくれました。
そして、歯のメンテナンスを依頼
これまで様々な歯医者に通って来ましたが
痛いどころのレベルではなく激痛に耐えれず
全ての歯医者さんをぶっちぎって来ました笑
しかし、さとう歯科さんはこれまでの歯医者さんと
比べ物にならないくらいそこまで痛くない！そして早い！
こちらの精神面も考慮してくれて
歯石取りも6回に分けてくれるので
1日の作業時間もそんなにかからず
とても通い易いです。
素晴らしい先生と歯科衛生士さんが居る
素敵な歯医者さんです。
全ての作業が終わったら半年に一度通って
メンテナンスを依頼したいと思います",,Ci9DQUlRQUNvZENodHljRjlvT2w5cE9VZHFVM2hXY1VGd1ZXVTJWMHRHUzNKMVVrRRAB
132,36826,ChIJNXXpxXqjRjURYb9RHsuSy3Q,1,おかりな,2026-01-30T04:32:52.285Z,ここの院長夫婦の人間性がとても受け入れられません。人として有り得ない態度でした。ここはやめたほうがいいです。人を見下した態度に精神的苦痛を味わいました。考えられてる方やめたほうがいいです。,,Ci9DQUlRQUNvZENodHljRjlvT2xSVGRHSnJUMmw0UVd4MWJsVkJkMjFRT1hnNGIwRRAB
133,36839,ChIJbZqMgGOfRjURnG-MVEpX1cw,5,伊藤“ぽ”さき,2026-02-06T03:47:43.962Z,毎回丁寧に診察をしていただき、綺麗な歯並びに治療していただきました。,,Ci9DQUlRQUNvZENodHljRjlvT2paT01HOUVTMU0xUW5kclNHNUZha3REUW1sVVkwRRAB
134,36824,ChIJAQyISyKfRjURtM5fCV1oPyU,5,くるみ,2026-01-31T04:39:28.638Z,,,Ci9DQUlRQUNvZENodHljRjlvT25OVlUzRlJjRmx6WjBkQ1dYRlNOell5UTFrd1duYxAB
135,36855,ChIJhx8OxPeeRjURWiJbCGPTq6k,1,あ,2026-01-27T05:21:20.363Z,"小さい子どもがいる為時間を作るのもやっとなのですが一回の治療でできる事を次回と合わせてする為何回も行かないといけません。
受付の方や歯科助手の方はお優しいですが年配の方から最近子どもの奥歯の歯磨きが足りないからお母さんがしっかり磨いてあげないとって強めに言われた際はショックを受けました。
育児の疲れもありダブルで私ってダメだなと凹んで過ごしました。
奥歯まで意識して磨いていますが磨き残してしまって悪かったなと思いますが子育てしてるママに少し配慮して欲しかったです。",,Ci9DQUlRQUNvZENodHljRjlvT2taQ1ZIaGZNa3hNU3pJMVowMDJkMk5RVjFoeE1WRRAB
136,36862,ChIJNWAwT4afRjUR1So0Buaj3a0,5,虎岡冴珀,2026-02-05T02:51:17.337Z,,,Ci9DQUlRQUNvZENodHljRjlvT2tsVFRtWTJhbk40WDA1TlpsVXRTa1YyT0hvMGRuYxAB
137,36862,ChIJNWAwT4afRjUR1So0Buaj3a0,5,竹尾大輔,2026-02-01T07:23:05.269Z,,,Ci9DQUlRQUNvZENodHljRjlvT2pOTFpISXhjMjkyVkRKZmFHUjZNVGx6YVdWVlprRRAB
138,36862,ChIJNWAwT4afRjUR1So0Buaj3a0,5,soda cream,2026-01-31T01:45:18.727Z,みなさん優しくて、いつも丁寧に治療していただいています。病院内も綺麗です。,,Ci9DQUlRQUNvZENodHljRjlvT201eWJYTmFOR1pPVHpNNGMwbFNkUzB4Um1ORk5IYxAB
139,36862,ChIJNWAwT4afRjUR1So0Buaj3a0,5,雀部長次郎忠息,2026-01-30T03:31:59.731Z,とても丁寧に治療してくれます！いつもお世話になっています。,,Ci9DQUlRQUNvZENodHljRjlvT2xsVFdUQXlMV2g0VEZKM1RWVnRUVkpVUW5aNFdWRRAB
140,36865,ChIJUaCEr-KfRjURA-e3hcw2XCU,5,rintaro yosida,2026-02-05T16:35:09.894Z,"医者の不養生で服薬で我慢していてこじらせてしまいましたが、夜、こちらにお世話になりました。
夜は多いけど、自院の診察後に診てくれて助かります。
最初はなかなか痛みが引かなかったですが、それは自分が悪いと分かってましたので、頑張って通院して痛みも取れて助かってます。　先生は親切ですし、スタッフも優しくてお勧めの歯医者さんです。",,Ci9DQUlRQUNvZENodHljRjlvT2xwRWJuZFlXRmMxV2t4RE1XWkhTalkzZDB0VWMwRRAB
141,36866,ChIJm7fMiVKhRjURujLVf05EJfg,5,ローズヒップ佐藤,2026-02-06T11:25:30.498Z,"中も綺麗できちんと予約した時間に通していただきました。受付の女性の対応も素晴らしく、こちらに不手際があったのですが臨機応変に対応していただきました（大変感謝）。
院長先生の歯の状態の説明も丁寧で、大きなモニターで写してくれるので分かりやすく、歯科衛生士さんの歯ブラシ指導等も大変勉強になりました。今後はデンタルフロスも使ってみようと思います💪定期検診でまた伺わせて頂きます(^ ^)",,Ci9DQUlRQUNvZENodHljRjlvT2tJelQxSkxZVWQ2ZDNGUVEzUnhhV1Z3WXpoSlNtYxAB
142,36915,ChIJLYF7TgCfRjURZHHviS4eq2o,1,neru【ねる】,2026-02-02T09:29:17.488Z,電話対応がおわってました。,,Ci9DQUlRQUNvZENodHljRjlvT2xwVGVHWk9XRmd3WjNGWlZEZFFZbkJmVEZWRmJHYxAB
143,36904,ChIJRQACKAAnRDURI28xsBdT9TQ,5,ンピンサ,2026-02-04T08:14:29.452Z,先生もスタッフさんの皆さんもとても丁寧で優しいです。今まで歯医者は苦手でしたがここは全く苦痛を感じません。良いクリニックに巡り会えて感謝しています。,,Ci9DQUlRQUNvZENodHljRjlvT2tocGVITXhiVk5rYzFCMVJtRlZNM1JpTTBJeU9WRRAB
144,36942,ChIJVVVV1GEnRDUROMSEJVBrjQo,1,牧昭子,2026-02-05T08:23:11.190Z,レビューを観て探して初めて行きました、スタッフサン達は親切だったのですが受付の人は、、、、なかなか対応が悪くてイヤな感じでした…よかったら通院しようと思ったのですが、もぅ行かないです、,,Ci9DQUlRQUNvZENodHljRjlvT2xCRWJWVTFSR05VVm1GRlREUkdjamRDZFUxUWVVRRAB
145,36950,ChIJj5aYPrmhRjURxa4ke3PRjCw,5,菊田哲己,2026-01-29T13:32:59.961Z,,,Ci9DQUlRQUNvZENodHljRjlvT2tGellYWjJSMWxQWWxkZmNsbHJWbmRHVm1sQk1WRRAB
146,36940,ChIJMRNdDwsnRDURs5sVAg_WXTw,1,むしむし,2026-01-28T00:55:54.720Z,コロナワクチンだけじゃなくインフルワクチン接種してても受診拒否されるので受診できる患者だいぶ少なくなるのでは,,Ci9DQUlRQUNvZENodHljRjlvT25sWFZHMUNWamhDU2tSSGRrbFNXbXhIZEZoWlJsRRAB
147,36962,ChIJ79uJI9ihRjURXz6ny1UN-Ew,4,ぶーにゃん,2026-02-02T13:30:19.609Z,"待合のキッズスペースがとても魅力的でした。
子どもも喜んで待てます。
歯科衛生士さんも先生もとても感じが良くて子どもも私も安心して通えます。
特に歯科衛生士さんの子どもへの対応力が最高に素晴らしいです。
治療じゃないからかもしれませんが子どもが歯医者に行くのをとても楽しみにしてくれるので連れて行くのも楽です。
ただ…本当に一つ残念なのが他の方の口コミにあるように受付の方の対応が最悪です。
初めて行った時もかなり無愛想で説明などもなく、本当にここで大丈夫かな？と思ったくらいです。
何度行っても無愛想で笑顔もなく挨拶もないし…3人も受付いるのに、とにかく対応が良くないです。
受付は病院の顔なのに本当に残念です。",,Ci9DQUlRQUNvZENodHljRjlvT210cFozaGFabXRGVjBGQldFUkxhVmhYVms4MFlWRRAB
148,36962,ChIJ79uJI9ihRjURXz6ny1UN-Ew,1,_63_,2026-01-28T13:02:44.397Z,"お名前は覚えていませんが、
背が高くてセンター分けのボブの方。
カウンセリングの際にこちらが質問しても
知識がない為全く意味がありません。
むしろこのカウンセリングのせいで無駄な時間を過ごして凄く不快です。
カウンセリングルームのキャラクターも不快。
落ち着けない雰囲気。",,Ci9DQUlRQUNvZENodHljRjlvT2xWTlZXVjVPSFZOVWtrMWJpMTFSVlJzWDBObFYxRRAB
149,36842,ChIJ3cqRvMWhRjURRbi4vwIYFJE,5,Beau Ciel,2026-02-02T00:43:59.751Z,"ずっと歯医者難民でしたが、ママ友に紹介してもらったのがきっかけで、数年前から我が家のかかりつけとしてお世話になっています。

私が歯医者選びで重視しているのは、「先生の技術力があるか」、「丁寧に説明をしてくれるか(質問をしても嫌な顔されないか)」、「必要以上の治療をすすめられないか」なのですが、こちらは他院と比べても総合的な満足度が高いと感じます。

昔から歯医者に対して苦手意識がありましたが、こちらに通いだしてからイメージが変わりました。人気があるのも納得です。おすすめの歯医者を聞かれたら、私は迷わずこちらを紹介しています。

これからも家族全員お世話になります！",,Ci9DQUlRQUNvZENodHljRjlvT2pWdFJYRkRZa1J2VkhORVlqY3lSbTUyWVVGUmRVRRAB
150,36842,ChIJ3cqRvMWhRjURRbi4vwIYFJE,5,ミモザ,2026-01-28T03:24:47.862Z,"急に歯が痛くなって、こちらの歯医者さんに行きました。
クチコミを見て1評価があったので少し不安ではあったのですが、スタッフさんはとても優しく、先生も治療内容をとても丁寧に説明してくださりました。
院内から見えるお花が手入れされていて綺麗でした。
今後もこちらに通わせていただこうと思います。",,Ci9DQUlRQUNvZENodHljRjlvT21oQ1VtTnhlSEZqUldKNVZWZzVTWE00WjFwd1NuYxAB
151,36916,ChIJq3RXWHmfRjURNJeg2lS9RIQ,5,ほっけいろ,2026-02-02T03:50:14.139Z,,,Ci9DQUlRQUNvZENodHljRjlvT25WeFJGVTRWRWQwV1ZaQlRHZFFkMEV4YUhsUFdtYxAB
152,36978,ChIJ73X6PdmhRjURcacFjWwNrm4,3,K 1,2026-01-28T02:59:14.400Z,"歯の検査をお願いしたところ、「歯と口の治療管理」という用紙をいただきました。そこには「4mm以上の歯周ポケット　無」と記載されていましたが、検査時に歯周プローブは使用していなかったように思います。どのように測定したのか気になっています。
また、領収書には「検査　200点」とありましたが、これは歯周基本検査に該当するのでしょうか。プロービング時の出血（BOP）の有無や歯の動揺度についても、特に検査は行われていなかったように感じました。
なお、クリーニング自体は丁寧に実施していただけました。",,Ci9DQUlRQUNvZENodHljRjlvT2xsSGJHeHZkVlJsWjJvdGFtUkJhM1JvWlhGMlpHYxAB
153,36983,ChIJSQeoKsmeRjURrBqyG1gMtKU,4,泉谷果歩,2026-02-04T04:39:16.223Z,"丁寧です

営業時間は現在19:00までだそうです",,Ci9DQUlRQUNvZENodHljRjlvT21kUGMzWnFkbmhLVDNoT05FSjNTMjB5YzJKbFdsRRAB
154,37042,ChIJZ4Q3Mj0GRDUR9jw8RFtbhfc,5,Widiyastika 23,2026-02-05T15:14:15.876Z,すみません、ここで外国からの矯正を続けられますか?,,Ci9DQUlRQUNvZENodHljRjlvT21OdlNscG9WMlZNV0RKNFJYQTROR1ZCVm1kWlJYYxAB
155,42709,ChIJ7X2JKeu3ODURk4VmamGGGe8,5,麻美,2026-02-03T16:32:38.167Z,"とても丁寧な対応に診察も治療も素晴らしいです。

先生も素晴らしいですが、歯科衛生士さんも素晴らしいです。

先生や歯科衛生士さんに、こちらから質問してもいつも笑顔で対応して頂けます。

私はこちらで骨髄炎と言う病気を見つけて頂き医大にて治療出来ました。

口腔内は虫歯だけではない病気もありますので、定期検診が大切です。

こちらの歯科はとても信頼出来ます。

先生、皆様いつもありがとうございます。

「追記」
福永歯科さんは、LINE登録ができ簡単にご予約などできますし、院長先生のご案内や院内のご様子などもご確認出来ますので大変便利でございます。

完全個室のような診察室、最新の設備（私が見てきた歯科の中で）があり治療も苦痛や怖さもなくお子様でもご安心だと思います。

受付のスタッフさんや歯科衛生士さんもいつも大変ご親切でお優しいです。

歯磨きチェックだけはお厳しいですが、それだけご丁寧に診察して頂けます。

こちらの歯医者さんなら、歯医者さんが苦手な方もご無理なくご安心出来ます。

私は歯のクリーニングが大好き過ぎて、出来るものなら毎週通いたいくらいです🤣

詳しくはわからないでございますが、私が拝見してきた歯医者さんの中では、すごくハイテクで設備が素晴らしいと思います。

3Dプリンタや顎などを含む口腔写真のカメラなど医大並だわと感心と言いますか、すごいと思います。

顎の神経痛や歯軋りなどでお悩みの方も、ご相談なさると、ソフトマウスピースを作成して頂けますからぜひご相談なさってみてくださいませね。

駐車場も広く大変便利もよろしいでございます。

ちなみに、私は福永歯科さんが大好きなただの患者でございます😆けして福永歯科さんの関係者ではございません🤣",,ChZDSUhNMG9nS0VJQ0FnSURqMDRMdk93EAE
156,37030,ChIJQeyja2KjRjUR7jgmHCwWcF8,5,なの,2026-02-03T13:25:30.631Z,,,ChdDSUhNMG9nS0VJQ0FnSUNVZ3U3cDd3RRAB
157,37061,ChIJuUtzYcRpQTURcXS41FeYJsU,1,ちこ,2026-01-31T02:36:43.772Z,,,Ci9DQUlRQUNvZENodHljRjlvT2xCcVlXWTBlV1JQVVRscFpFWlNPVkZYUWxwbmVFRRAB
158,42733,ChIJ26HDGlG3ODURSw16QRj55EA,5,kenta_1967,2026-02-03T09:17:37.553Z,優しく丁寧でした。キチンと説明もあり、長いお付き合いができそうです。,,Ci9DQUlRQUNvZENodHljRjlvT21wcGFtMUVla1ZqZVcxVVlrdEJhVko2V25ScmNrRRAB
