レビューID,施設ID,施設GID,レビュワー評価,レビュワー名,レビュー日時,レビュー本文,レビュー要約,レビューGID
124,219588,ChIJw8a9Kw_OBGARtDtHxTaiyuI,5,くろみっち,2026-01-30T06:41:18.715Z,"こちらでインビザライン矯正を始めました。
カウンセリングの時はワイヤー矯正とマウスピース矯正にどのような違いがあるのか、私の症状ではどちらが合っているのかを丁寧に教えてくださいました。
現在治療途中で、毎月のメンテナンスでは気になるところを伝えると早急に措置していただいたり、計画通りに治療が進むようにアドバイスをいただいて安心して通院ができています。",,Ci9DQUlRQUNvZENodHljRjlvT2kwNE16Y3lSVXhQUjFOdWVFczROV0ZvVmxCTmQwRRAB
125,219588,ChIJw8a9Kw_OBGARtDtHxTaiyuI,5,永田清巳,2026-01-30T02:03:01.743Z,非常に親切に対応してくれて良かったです。入れ歯も前回より良かったです。,,Ci9DQUlRQUNvZENodHljRjlvT21kVVkzWnNlazF5V0RCMVZVeFlURFZ5WlhWWExYYxAB
126,222478,ChIJm4_mOvXTBGARVm0loODdktQ,1,ta-ro,2026-01-31T10:08:31.720Z,"1本の歯を治療するのに通う回数が異常に多い。治療中に神経に触れ激痛で顔を歪めたらクスッと笑われた。最低な歯医者でした。
2度と行きません。",,Ci9DQUlRQUNvZENodHljRjlvT2taMk5rVmZOVjkxYUcxTk0wbE9VMUJPVmpndE0xRRAB
127,218234,ChIJIcn4xwnSBGARTG03-ZR8llk,1,森由衣,2026-02-02T02:33:37.305Z,"高校生までお世話になってました
疋田歯科、正眼＿歯科
名前が何度か変わったんですね
小学生の頃、暴れてもいないのに拘束され強引に口を開く機械で固定されて息苦しかったです
あと、知り合いのお姉さんが勤めていましたが、その方は資格もないのに働けていると豪語していたので覚えています",,Ci9DQUlRQUNvZENodHljRjlvT2s4MmVreGlVek5SVkRsRU5raEJlbVJHZEc5dE1VRRAB
128,219134,ChIJQR43lOvNBGARDu5BXM39d_M,5,mill mill,2026-01-31T03:18:31.716Z,"とっても清潔かつ可愛らしい院内は、来るだけで癒されます。
担当衛生士さんに励まされ、継続してホワイトニングに専念することができました。
食事制限も何の縛りも痛みもなく、理想の白い歯に生まれ変わることができたのは、にじいろ歯科さんのおかげです🌈✨",,Ci9DQUlRQUNvZENodHljRjlvT25CRE1USTBhMXBxYjFjNUxWbzNUR05vVG0xMGNsRRAB
129,215996,ChIJZUkP51zSBGARdWEsBc3cXcY,1,【fitness】 rui,2026-02-06T00:33:22.862Z,電話ガチャ切り対応最悪。,,Ci9DQUlRQUNvZENodHljRjlvT25BeVduWm5ZMlIxVEhka1dtVjJTMUkxYWxjM1pVRRAB
130,222621,ChIJ2WqBXiXSBGARPFo3IDo0GG4,4,Ga A,2026-02-04T05:14:07.559Z,"10年ほど通っています。
前歯の詰め物が取れてきてしまい、歯並びも原因の一つと言われたのでマウスピース矯正を行いました。
期間は約1年。(歯がうまく動かない時期があったのと、予約の関係でちょっと長めです。)
マウスピース17枚で44万円ぐらい。
診察の都度、別途5,500円かかりました。
マウスピースを1日22時間装着するだけなら簡単なんですが、チューイー(ゴム製の筒)をかむのがしんどかったです。
歯並びがきれいになるように歯を削られます。
痛くはないけど、骨にひびいて不快な感じでした(自分は)。
初めのうちは歯が動くので痛みもありましたが、そのうちに痛みもなくなってきました。
ビフォーアフターの写真を見せてくれるので、歯がきれいになったのが実感できます。
今後はリテーナーを1年～1年半、1日20時間ぐらい付けておく必要があるので、マウスピース生活はまだ続きそうです。
リテーナーは5万円くらい。

診察はいろいろ残念なところもあります。
首元まで水が垂れることがあります。タオルかけてるのに何でだろ？
眼鏡をかけてると、その上から押さえ込んで治療することがあるので眼鏡が顔に食い込みます。地味に痛い(笑)眼鏡は外して治療してもらいましょう。と言いつついつも眼鏡をはずすのを忘れます。
私はおもしろーって思うタイプですが、不快に思う方は別の病院の方がいいかもしれません。",,Ci9DQUlRQUNvZENodHljRjlvT2xkUk5TMDNUelppTUdWWFdFOUVObmQxVjNsUFFXYxAB
131,220065,ChIJ2YWWkxLTBGARot1gfEmzDpE,1,すずきさちこ,2026-02-06T02:44:52.765Z,とてもわかりやすい丁寧な説明でした。今までの歯医者さんはなんだったんだろう❓とすら思えます。,,Ci9DQUlRQUNvZENodHljRjlvT21SaVVrTjRSa3hyU0VVNGVHMHRlVW94T1dreGMyYxAB
132,219431,ChIJb_epN-HSBGARA19vQcf47lU,5,Jessebel Libelo,2026-02-01T05:36:22.305Z,,,Ci9DQUlRQUNvZENodHljRjlvT21KaVFWWk9MVXB6V1RWUExVUk5Oekk0VVhCeFZtYxAB
133,219563,ChIJe7b01i7VBGAREt2_GUTJOtA,1,わわあ,2026-01-29T07:44:08.858Z,,,Ci9DQUlRQUNvZENodHljRjlvT2toV01ISXlNRkZuV25CbWEyUmZSbTVYU21vellXYxAB
134,205939,ChIJsebMIfu0HGARxSMEEzyP7kA,1,山下良仁,2026-02-03T04:37:49.472Z,,,Ci9DQUlRQUNvZENodHljRjlvT21kdldISlpPRXBxY2psa1JUTnNRbkp2VWxocldHYxAB
135,212841,ChIJ1zBVVF8uG2ARxcXDgxRTWAE,5,nekoharu,2026-01-30T09:36:44.557Z,技工士さんがいるので入れ歯をすぐ直してくれるのが有難いです,,Ci9DQUlRQUNvZENodHljRjlvT2tOUVMxZE1WMjVMY0VoU2VHRldSVmR0UVhCSU1uYxAB
136,211594,ChIJ1dYcIY7XGmAR2A2vtjoYcqA,5,Yumi,2026-01-29T03:07:47.592Z,"Ótima atendimento , clínica moderna com tecnologia de última geração.
Comecei o tratamento de dois implantes. O atendimento foi rápido e eficiente, já estou na fase final do tratamento.
Muito obrigada!",,Ci9DQUlRQUNvZENodHljRjlvT21KMlVHdFhTbE0xY0cxR056STBORE0wVWtKek9WRRAB
137,212843,ChIJtTcFgk8kG2ARa0RE-PLhuFw,4,児嶋雅文,2026-01-31T07:41:40.226Z,丁寧な治療奥歯の被せもの17年保った,,Ci9DQUlRQUNvZENodHljRjlvT2pCSWFXTk5iRTF5VDBwNWJHOXNhSFpYVERGUmNYYxAB
138,212843,ChIJtTcFgk8kG2ARa0RE-PLhuFw,3,haruo watanabe,2026-01-30T02:53:34.923Z,院内にたばこ臭が２週間しています、治療終了により今後の情報更新はありません。,,Ci9DQUlRQUNvZENodHljRjlvT25wNVdVMXNhVEJVYWtGM1JtcEhWMlZMWVRGWFNGRRAB
139,211749,ChIJL4DYROwgG2ARHCcJLgoiENE,5,Bao Bao,2026-01-29T02:35:55.789Z,"先生やスタッフの方が親切で、治療もスムーズでした。

説明も分かりやすく、院内も清潔で満足しています。
ありがとうございました。",,Ci9DQUlRQUNvZENodHljRjlvT2pseE0zSnFTV0Y0UTNSM1gyNXpPRU5uUWs1eE1WRRAB
140,210268,ChIJ-9N5qH7eGmARNv3hSY_eBXw,5,内山和秀,2026-02-07T05:11:57.070Z,"家族で何年もお世話になっています。
年齢的に衰える口内のクリーニングをしています。こどもにも優しい先生やスタッフがとても好印象です。",,Ci9DQUlRQUNvZENodHljRjlvT20xMmJGWlVlbmRNUjNsalRtdEtWalZuVEhsYWJVRRAB
141,210268,ChIJ-9N5qH7eGmARNv3hSY_eBXw,5,R M,2026-02-07T02:58:18.211Z,"3ヶ月ごとに定期検診でお世話になっています。先生やスタッフの方々が親切丁寧でスムーズに処置をしてくれます。定期的に通っている為、虫歯もなく毎日過ごせています。
いつもありがとうございます。",,Ci9DQUlRQUNvZENodHljRjlvT2pWNmJtdERVV1k0T1hOMk9UaHZiVkpOWXkxRWFsRRAB
142,210268,ChIJ-9N5qH7eGmARNv3hSY_eBXw,5,小澤嘉巳,2026-02-03T07:37:23.619Z,いつもていねな診療で大変安心感があります。幼稚園じだいから61歳になる本日まで歯医者は飯島歯科医院一択です！,,Ci9DQUlRQUNvZENodHljRjlvT2s1b2NsWkJNM3AwY0VGVk9HNUNWbVZ5ZGxwWFRtYxAB
143,210268,ChIJ-9N5qH7eGmARNv3hSY_eBXw,5,K I,2026-02-03T07:16:44.313Z,"丁寧に説明してくれたので、納得して治療を受けることができました。医師も信頼できる方で、安心して任せられると感じました。
今後もしっかり通いたいと思います。",,Ci9DQUlRQUNvZENodHljRjlvT2t0VlpEVXhNVzl3WlhkT0xVOVNhakI0YVVaM1MyYxAB
144,210268,ChIJ-9N5qH7eGmARNv3hSY_eBXw,5,Nnn,2026-01-31T01:25:56.612Z,,,Ci9DQUlRQUNvZENodHljRjlvT2xGcFRXeFJVMXB1VW5oRmNsSnJWeTFTYkhZdFNXYxAB
145,210268,ChIJ-9N5qH7eGmARNv3hSY_eBXw,5,水京,2026-01-30T06:00:15.418Z,"丁寧だし
痛みなく治療してくれるので
ありがたいです先日、虫歯治療のためにこちらの歯科医院を訪れました。受付のスタッフの方々はとても親切で、初めての来院でも安心感を持って過ごすことができました。治療前にしっかりと症状について説明してくれ、丁寧に治療方法や費用についても説明してくれたので、納得して治療を受けることができました。

院内は清潔感があり、待合室も広々としていてリラックスできる雰囲気でした。雑誌も充実していて、待ち時間も苦になりませんでした。治療中もフレンドリーな雰囲気で、医師の方が信頼できる方だったので、安心してお任せできました。

特に、赤ちゃんを連れているお母さんに配慮したベビーカーの置き場があるのも嬉しいポイントです。家族全員で通える歯科医院だと思います。これからも定期的に通いたいと思います。",,Ci9DQUlRQUNvZENodHljRjlvT2s5MFZtOUViMlYwVjBWemMxQlhTRUppV0hCTGJuYxAB
146,210268,ChIJ-9N5qH7eGmARNv3hSY_eBXw,5,yky 054,2026-01-30T05:54:44.525Z,,,Ci9DQUlRQUNvZENodHljRjlvT2pKNVVubDNTRk5oVDNobldWWkVURUpqYUV4alNWRRAB
147,209735,ChIJvWu-DAjnGmARKlfOmyhNLXk,5,m,2026-02-07T14:26:09.402Z,"歯が欠けて出血もあり受診しましたが、わずか1回の治療で完治しました。
その後、数年が経過していますが、再発もなく予後は非常に良好です。

他院にありがちな、再診料や管理料目的で必要以上に通院させるようなことは一切ありません。若い先生ですが、診断・処置ともに的確で信頼できます。

患者本位の診療をしてくださる、素晴らしい歯科医院だと思います。",,Ci9DQUlRQUNvZENodHljRjlvT25SUWFsWm5WVFI2VEU1NGVsTk1PWGhPTFZKbWIwRRAB
148,209735,ChIJvWu-DAjnGmARKlfOmyhNLXk,5,Rino,2026-02-06T04:46:14.703Z,診察から歯のクリーニングまで短時間ながらもご丁寧に対応して頂けました。患者に優しくて丁寧な歯医者さんです。,,Ci9DQUlRQUNvZENodHljRjlvT2pCRGNVZEhTblJ2T0V0bVMyUnRZMDFPUW00MmFFRRAB
149,204556,ChIJU8SDznaZHGARmfgZGH6CEi8,5,宮澤恭佳,2026-02-06T03:15:10.403Z,インプラントの治療を受けました。治療前は不安もありましたが、麻酔で眠っている間に行っていただいたので、気づいた時には治療が完了していて、痛みも感じず安心してお任せする事ができました。歯が入って仕上がりにとても満足しています。ありがとうございました。,,Ci9DQUlRQUNvZENodHljRjlvT21KbmJ6aHVaR0owT1ZkMU1tcHNPR3RJTFhSVlgzYxAB
150,204556,ChIJU8SDznaZHGARmfgZGH6CEi8,5,ああ,2026-01-30T00:40:22.102Z,,,Ci9DQUlRQUNvZENodHljRjlvT25ab1psTlRkRXhWWkVwbGNVNW1kMjAyYmtkMGEzYxAB
151,211966,ChIJQRGtoNjlGmAR9SN095l_BWQ,5,Feri Windianto,2026-02-06T09:23:11.768Z,So good,,Ci9DQUlRQUNvZENodHljRjlvT2xOTFJUSnJjV0pKUVhabU5HdFlOVGxJVFRGRmRIYxAB
152,212468,ChIJceoK6jTlGmARc5hrmFwU5l8,5,taki mi,2026-02-04T07:41:26.210Z,スタッフさんが親切です,,Ci9DQUlRQUNvZENodHljRjlvT2pCblJrOU5RVEpXU2pKMVJFTmFRV0Z0VTFwU1VXYxAB
153,204839,ChIJeVSau2LtHGARU1cOApJlHHc,5,ayaka,2026-02-06T06:46:33.224Z,"産後ケアホテルと錯覚するレベルでいいクリニックでした😭✨
とにかく母体回復第一優先！というような対応で最高です🥺
助産師さん看護師さんたちみんな優しい😭

サービスにあるニューボーンフォトもエステもありがたかったし、食事は毎日お祝い膳？と錯覚するし、分娩時の声かけも自分にすごくマッチしててスーパー安産でした🥲✨
もう1人産むなら絶対ここでまた産みたいです☺️

清潔な個室にシャワーもトイレもあるし、ケトルが何気に嬉しかったです😳

先生の人柄もいいし、内診も優しかったです！！！",,Ci9DQUlRQUNvZENodHljRjlvT2t4a1pEZzVaRWt6VkVkT2VEQmFjSHBKVVZKSU9FRRAB
154,203604,ChIJ76tkzw6QHGARWHZvU6sgiMs,4,まつしば,2026-02-02T13:59:44.674Z,"最近内装含めリニューアルされました。
25.6から診療時間が変わるかもしれません。

若い女性が好みそうなオシャレな空間と小物です。イングリッシュガーデンのような...
個人的にはまだ慣れないので落ち着かないですが、センスは良いと思います。
支払いは診察券のQRかざしてセルフで行いますが、受付の横なので言えば教えてくれます。

先生は優しい感じで、今何をしているかずっと説明してくれながら治療してくれます。
スタッフはみんな美人さんです。
2代目の息子さん？も受付で見かけます。

個人的に岐阜中津川のあかさか歯科でやってくれる、毎月行う水流と超音波の歯石取り+フッ素コートが痛みが少なく、しぶさかでもやって欲しいです。
ポケットの深さと出血量が比較でき、継続して一緒に治す感じがしました。
→2026.1最近2台導入してくれたようです！
歯のダメージは多少あるので、2ヶ月に1回をオススメされました！
イスの操作には、まだ慣れてない様子でしたが、治療は慣れた手つきで上手でした✨",,Ci9DQUlRQUNvZENodHljRjlvT2tOcGJrMWZhMGxRZGw4M1EwSkVSbmN6VWw5V2FuYxAB
155,203604,ChIJ76tkzw6QHGARWHZvU6sgiMs,5,平松和也,2026-02-02T05:55:57.935Z,とても丁寧な対応で満足しています。,,Ci9DQUlRQUNvZENodHljRjlvT25GNFZqTnhaMGR5VTJoNlJuTkVTMnhwYUUwMmJGRRAB
156,204194,ChIJL-KmNmYOHWAR9U2QLzjVvqU,5,psy gy (じぷ),2026-01-29T12:09:03.359Z,"自費治療で通いましたが、最初から最後までとても信頼できる歯科医院でした。
治療前の説明が本当に丁寧で、「どう治すか」だけでなく「なぜその治療が必要なのか」「他にはどんな選択肢があるのか」まで、時間をかけて話してもらえました。

院長先生をはじめ、こちらの医院は流れ作業のような治療ではなく、一人ひとりの歯と真剣に向き合ってくれていると感じます。
設備も整っていて、治療中も細かいところまでしっかり診てもらえている安心感がありました。

費用はかかりますが、その分、目先だけでなく将来を考えた治療を受けられたと思っています。
きちんと説明を受けて納得したうえで治療を受けたい方、自分の歯を長く大切にしたい方にはおすすめです。",,Ci9DQUlRQUNvZENodHljRjlvT21selEwNTRNMW80Yms1TFRHcGhVbk53TUVGS05YYxAB
157,203809,ChIJM64hye0OHWARECOi6Gq4XBw,5,朝見英吉,2026-01-30T04:39:05.984Z,,,Ci9DQUlRQUNvZENodHljRjlvT2xCd01UbEpaakJPZUVsd2VEWmliRUpZV1dzeVJtYxAB
158,202906,ChIJceBlS-wOHWARDAdOfpEoyls,5,fairyland,2026-02-05T10:54:50.855Z,"出っ歯が気になっていて、通いやすいのと他と比べてお値段が安かったためこちらで矯正をお願いしました！矯正するにあたり、4本抜歯をしなくてはならず、痛みに弱いわたしはとても不安でしたが、表面麻酔を丁寧にしてくださり痛みなく抜歯が終わり、矯正器具をつけて痛すぎることもなく、わたしは普通にご飯が食べれたので特に困ったことは無かったです！とても綺麗にしていただいて満足しています！
ビフォーアフターの写真をみると口元が変わっただけでほうれい線が目立たなくなっていてびっくりしました😂
ありがとうございました！",,Ci9DQUlRQUNvZENodHljRjlvT2pONVlVUkZRbkJOTFRGMk4xbFBWakJ0VVZNeVpIYxAB
