レビューID,施設ID,施設GID,レビュワー評価,レビュワー名,レビュー日時,レビュー本文,レビュー要約,レビューGID
121,28926,ChIJs2faf5NTAGARz85mxp_ZgN0,4,Miku Shirai,2026-01-20T06:22:43.367Z,,,Ci9DQUlRQUNvZENodHljRjlvT25sRWEyTnlWSFI1ZFhoS1UySnpSazU2U2pWRGEzYxAB
122,28926,ChIJs2faf5NTAGARz85mxp_ZgN0,5,岸谷衞,2026-01-20T00:34:28.155Z,丁寧な診察ありがとうございます‼️,,Ci9DQUlRQUNvZENodHljRjlvT2s1bmJrUkRVVTVHYzBSaWFrZHVkSFJ1TVRKeE1FRRAB
123,28960,ChIJCz3OV9YXAWARg-cahedUGfQ,4,あやか,2026-01-28T03:53:03.244Z,丁寧に優しく対応してくださったので、通いやすいです。これからも通おうと思います。,,Ci9DQUlRQUNvZENodHljRjlvT25acU1UUmxhVWhJYzNWemVVZEhhMnB3UWpnMFRHYxAB
124,28960,ChIJCz3OV9YXAWARg-cahedUGfQ,4,みみ,2026-01-27T08:17:52.176Z,完全予約制、綺麗な個室での施術で気に入ってます。,,Ci9DQUlRQUNvZENodHljRjlvT21SNUxXeFVOemRwYmpBM09XSXdZMDlvTWxoaE9WRRAB
125,28960,ChIJCz3OV9YXAWARg-cahedUGfQ,1,BMW 1122,2026-01-27T01:28:52.498Z,予約してないのが悪いですが。2時間以上待たせすぎ！,,Ci9DQUlRQUNvZENodHljRjlvT2s5RFdXOXBVVTlaVWxJNVRHeE5WRUl4VUdscFFuYxAB
126,28961,ChIJb2Pey_4ZAWARg698C9CYt_s,5,さんさん,2026-01-30T12:11:36.084Z,予約が取りやすく、待ち時間も少なめなのが助かっています。治療もスピーディーですが雑な感じはなく、毎回きちんと説明してくれます🙂地域で長く通える歯医者さんだと思います。,,Ci9DQUlRQUNvZENodHljRjlvT21kSVpsbEhSRXRHVWpCM1IzRnpUM1pHY1cweU9HYxAB
127,28958,ChIJPzDPhEIbAWAR3iK0xqWqoAA,5,ち,2026-01-27T03:57:11.390Z,"親知らずを抜きに来院しました。思ってるよりも痛みがなく抜くことができました。
先生もスタッフの方々もとても優しく安心して通うことができました。",,Ci9DQUlRQUNvZENodHljRjlvT2w5MVRWTkVlVnBZU1RsM2NYbzVjVTB5UW5SMGIzYxAB
128,9971,ChIJMbfq0fPlAGARJYJQwy-tN0w,5,chacha339,2026-01-25T18:53:50.536Z,2年強、定期検診に通っていますが、丁寧に処置してもらって気に入ってます。最初のころ虫歯の処置の際にも保険内/外の違いなども繰り返し聞いても丁寧に説明してもらえました。今後もお世話になれればと思っています。,,Ci9DQUlRQUNvZENodHljRjlvT2xoRGVtczRSVkptVlRZMll6VlZXSGRXYVUxQk1FRRAB
129,28212,ChIJW3oAXyPlAGAR712VTwx7FcU,5,モケゆう,2026-01-30T03:06:01.906Z,"歯科医さんも衛生士さんも皆さん丁寧で優しくとても通いやすいです。
痛いのが嫌いですが、治療は痛く感じた事がありません。",,Ci9DQUlRQUNvZENodHljRjlvT2kxZlZWZFVPVTk1Tlc1aWNGOW5RMHhWTWxWUVUzYxAB
130,28212,ChIJW3oAXyPlAGAR712VTwx7FcU,5,ともぞー,2026-01-27T07:41:10.335Z,,,Ci9DQUlRQUNvZENodHljRjlvT2pkdVdEZ3hZWE5OZWs1NWNrNHdWekIzVDBzNWJuYxAB
131,28212,ChIJW3oAXyPlAGAR712VTwx7FcU,5,岩崎美栄子,2026-01-26T02:07:28.056Z,"丁寧にクリーニングしていただきました。
説明もわかりやすく、親切にしていただきました。",,Ci9DQUlRQUNvZENodHljRjlvT210R2VuSjVZamhxUkhOUFNETnZSV3hYWHpaSU4wRRAB
132,28212,ChIJW3oAXyPlAGAR712VTwx7FcU,5,山田裕之,2026-01-23T07:58:32.794Z,,,Ci9DQUlRQUNvZENodHljRjlvT21kUWQwUkVkV1pPVWsxWWJYZFRVMkZuWHpSemNGRRAB
133,28188,ChIJ_UBtdg_hAGARu2SohXEJzg4,5,K Mt,2026-01-29T04:39:41.693Z,"上の前歯が折れて急きょ治療してもらいました。
今までの歯医者より優しく丁寧してもらった感じがします。
部分的につめってもらいましたが、食事の仕方ですぐ取れるかも？取れるようなら他の治療方法を提案してくれるみたいです。

2回目の受診は歯のお掃除で歯科衛生士さんがまた素晴らしく、痛かった歯石除去が全く痛くありませんでした。",,Ci9DQUlRQUNvZENodHljRjlvT2pkallVMXFhMkZ1VFdwQlpqZ3paRlIyTkRSTE4xRRAB
134,28205,ChIJQbu_h0nhAGAR7eNqtekfYD0,5,mimi kutar,2026-01-30T14:51:49.104Z,20年程ぶりに歯医者にきました。歯石除去してもらいましたが、カメラを使いビフォアーアフターを見るだけでなく、どの部分に付いているかを丁寧に教えてくださりました。歯磨きの仕方もポイントを教えていただきました。非常に満足しました。,,Ci9DQUlRQUNvZENodHljRjlvT2w5eWVFNDJUMjU0ZGxGNlJGcFlXR1JxU1hkTloyYxAB
135,28921,ChIJWUxvmpJUAGARxgiAuFf67sA,5,高松勇士,2026-01-29T11:07:59.600Z,スタッフさん同士の雰囲気が良く、院内がとても明るいです。細やかな気配りが随所に感じられて、安心して任せられる歯科医院だと思います。知人にも自信をもっておすすめできます。,,Ci9DQUlRQUNvZENodHljRjlvT2tKcVIzUTFZblZFZHkwd1VqRkRZWE5aZEZJMmVIYxAB
136,19340,ChIJo6PVvz3tAGARkvSKpKWDmew,1,ひじきs,2026-01-30T04:15:08.732Z,"地下、2階（キッズ）共に利用経験あり。医師、衛生士は感じが良いがなんせ2階の受け付けの質が悪すぎる。毎回不快な思いをする。入り口を入ってもこんにちはの挨拶もなし。会話の途中で無断で電話に出る。患者に声かけの際「すみませーん」と誰に話しかけているか分からない。診察券で名前が分かっているのにも関わらず。
出る際もお大事にの声かけもない。無視。衛生士さんは親切なので顔である受け付けの改善を求む。大変勿体ないと感じる。",,Ci9DQUlRQUNvZENodHljRjlvT210VVRFaG1TVEZMTjIxalFYY3lNalZsV2w5aFNGRRAB
137,28962,ChIJk4C0p2UbAWAR0N-YpCzImeg,4,寺村敏美,2026-01-30T08:01:23.084Z,歳を重ね、食べることの楽しみを痛感し、クチコミで良かったこの医院に通院する決心をし、抜けていた下の歯3本をインプラントにして頂き、これで食べる楽しみ快適さを得て安心しました。,,Ci9DQUlRQUNvZENodHljRjlvT2pJM1kxRllNakZ1WVdkNlRXRldjbTg1WlZGeVRVRRAB
138,28916,ChIJu7V2KOlUAGARrEPYgb585LQ,5,ひよ,2026-01-20T10:52:47.935Z,"歯が欠けて予約しました
虫歯もあり、治療してもらいました
先生が優しく、痛みも全くないです
歯医者嫌いだったんですけど、ここは痛みがないから通えます
中も綺麗だし歯医者嫌いな人にほんまおすすめです♪",,Ci9DQUlRQUNvZENodHljRjlvT2poTmJUbGtNRXRrYmtKMFFUZHpRbmRrWkhwQk1XYxAB
139,28917,ChIJ_2PPgsJUAGARLyG5sydfMW4,1,S敦,2026-01-29T02:52:49.348Z,"虫歯の取り残しをされた。
以前ここで定期検診やクリーニングに通っており最初はわかりやすい説明だし先生も信頼できそうと思ってましたが、奥から2番目の歯に小さな虫歯があるから治療しましょうとCRで修復してもらったが、その後半年後に行くと、同じ歯の箇所に大きな虫歯がある、銀のインレーになると言われました。
歯科衛生士は一度治療した歯ではよくあることですと言っていましたが、この医院で治療しましたけど？と言うと、ほんまやと驚いていました。久しぶりにHP見るとホワイトニングとか自費費用の美容にも力入れてるみたいですが、まずは歯科治療をしっかりさせた方がいいと思う。誰かの参考になれば。",,Ci9DQUlRQUNvZENodHljRjlvT2xGR2FuSXlNblZOYVZGNlNqaFdXbFJFZUZkbVZXYxAB
140,28917,ChIJ_2PPgsJUAGARLyG5sydfMW4,5,ももか,2026-01-27T09:40:56.225Z,説明が丁寧で安心するし、白さの変化も短い期間で実感できたから,,Ci9DQUlRQUNvZENodHljRjlvT2s1a1YyZ3RRMGRVWkdaTFVFVm1WakI1T1dWelIxRRAB
141,28917,ChIJ_2PPgsJUAGARLyG5sydfMW4,4,近藤昇,2026-01-27T07:42:24.881Z,,,Ci9DQUlRQUNvZENodHljRjlvT2xGb2QxbHFXbXBrY0hJdFJsbEpVMmM1U0RKeWVtYxAB
142,28917,ChIJ_2PPgsJUAGARLyG5sydfMW4,5,とま,2026-01-26T07:30:26.006Z,"とても気持ち良い施術でした。
お話も楽しくて、また行くのが楽しみです！！",,Ci9DQUlRQUNvZENodHljRjlvT2tKMlRHTk9SRVp1UTJzelkxOUJUV2xtZHkxR2FuYxAB
143,28955,ChIJOTc0uCIaAWARdpMZPa0rbuA,5,あ（ケロケロ）,2026-01-27T23:39:00.792Z,親切と言う言葉が当てはまる程優しく、接していただきました。おかげさまで自分が伝えたい事を素直に伝える事ができました。ありがとうございます。また宜しくお願い致します。,,Ci9DQUlRQUNvZENodHljRjlvT21WSWNEaGFiVjlWWWpWaGMycGthRkJzY0VwRFUzYxAB
144,29010,ChIJvaUNNmAIAWARYDjnXyxeTrM,4,Susumu Bandai,2026-01-29T08:34:06.497Z,いつも綺麗にクリーニングしてもらい、ありがとうございましす！,,ChdDSUhNMG9nS0VJQ0FnSUN0bE9XQ253RRAB
145,28942,ChIJO4BgBJC9_18RYNe0Exb8lac,5,Sho Miyata,2026-01-21T01:13:52.435Z,,,Ci9DQUlRQUNvZENodHljRjlvT25BNVl6QXRURVpKUm01YU16SlJhRGRNVlUwM1lWRRAB
146,29037,ChIJFZWHIvAIAWARdo-_1lpr2pg,5,Sammie,2026-01-27T01:28:19.678Z,いつもお世話になっているこちらで、気になっていたマウスピース矯正を始めました。カウンセリングやメンテナンスでに説明も丁寧で、最初は違和感があったけど、少しずつ歯並びが変わってきているのを確認でき、安心して治療を進められています。,,Ci9DQUlRQUNvZENodHljRjlvT25KelRXUkRTSFZ2ZEZOcU1WbFVRV2hIVm5WNlJsRRAB
147,29037,ChIJFZWHIvAIAWARdo-_1lpr2pg,5,miyu,2026-01-20T03:38:06.850Z,"20代女性。
幼少期に歯列矯正をしていましたが、成長とともに徐々にがたつきと突出が目立つようになりました。ワイヤー矯正は痛みが強く苦い思い出があるので、マウスピース矯正ができるところを探していました。
数ヶ所カウンセリングに伺いましたが、最終的には院長先生の豊富な経験と人柄の良さ、そしてスタッフの皆さんの優しさと笑顔でここに決めました。
マウスピース矯正は痛みも少なく、食事時は取り外せるので私としてはワイヤー矯正よりもはるかに楽に取り組むことができました。
定期的な検診とフォローも、いつも優しく接してくださったり、ポジティブにフィードバックしてくださるので、常に安心して治療を受けることができました。なにかあればLINEですぐに相談できるところも心強かったです。
就職とともに京都に引っ越し、歯医者も新たに変えましたが、矯正が終わってもぜひ通い続けたいと思える歯科医院です。",,Ci9DQUlRQUNvZENodHljRjlvT2tSQ09GbG5jSGREUjB4a1ZDMWZTWHB2U1ZwV1ZsRRAB
148,29107,ChIJuV_Dr5UIAWARY_bozY8l9iw,5,なつみ,2026-01-24T06:37:36.662Z,,,Ci9DQUlRQUNvZENodHljRjlvT214NmFWUlNha2RzY21FM05WUlFRbEJhVDAxalJFRRAB
149,29080,ChIJt2O-3kMHAWARmnuCcy7O5Ws,5,HIDE T,2026-01-23T06:53:08.097Z,メンテナンスで通っています。スタッフさんの丁寧な対応や、医院長さんの適切な処置で４０過ぎても新たな虫歯なく過ごせています。歯を大事にしたい人はお勧めです。,,Ci9DQUlRQUNvZENodHljRjlvT2t0alJGQkhlVTVMUjA1Q09UWkRkWGxEWW1Od2NYYxAB
150,29038,ChIJYdfSQ2gIAWARjwhv27KUFGo,5,岡野涼,2026-01-30T06:34:00.618Z,皆さん対応が丁寧です。,,Ci9DQUlRQUNvZENodHljRjlvT2pWMExVd3lkazVXYjJjM1psWnFlRGhQVmtjM2RWRRAB
151,29038,ChIJYdfSQ2gIAWARjwhv27KUFGo,5,夢花,2026-01-26T03:58:07.689Z,歯列矯正頑張ってます😆選んで良かったです😆,,Ci9DQUlRQUNvZENodHljRjlvT2xGUWNGTkRVbXRDUzFacFJtUTFMVk13Wm1aTlYyYxAB
152,29110,ChIJYUU4VJcIAWARnSLg44Dftzg,5,非公開,2026-01-28T05:21:44.291Z,街中ですが落ち着いた雰囲気のビルの中にあります。受付の方はテキパキ動いてくださり電話で待たされることもなく予約も取りやすかったです。院長先生もとても優しく体調不良で行けなくなってしまったときも忙しい中親切に対応してくださいました。他のスタッフの方も皆さん挨拶してくださり、無駄な私語もしないし教育が行き届いているという印象です！仕上がりもとても綺麗でこちらでやってもらって本当に良かったと思っています！ありがとうございました！,,Ci9DQUlRQUNvZENodHljRjlvT2xFNVNXbDNXSEpEYzBsa2Iwd3djbmhTYTFrd1EzYxAB
153,29025,ChIJuSE1rXgIAWARJUTjRhGgU1k,5,Yuko Murata,2026-01-26T02:31:18.796Z,"治療に痛みがなく、とても丁寧で、リラックスできます。嘔吐反応が激しく歯科治療が苦手な私には特に嬉しいです。
駐車場がいつも空いていて、予約で待たされないのもありがたいです。",,Ci9DQUlRQUNvZENodHljRjlvT2tGUE9FOVVYMFpvTjBOTldYUlFNbWhMYjIxTVZVRRAB
154,29147,ChIJgaNAd0gJAWARPFoVTwVY57c,5,あやこ,2026-01-27T08:00:05.112Z,どのお姉さんも丁寧で居心地が良いです。お値段もお手頃なので継続しやすいです。,,Ci9DQUlRQUNvZENodHljRjlvT21KUGVXbHlSV2MyV2pWblUyRTFaWEJ3UjBwdU0yYxAB
155,29147,ChIJgaNAd0gJAWARPFoVTwVY57c,5,吉川雅紀,2026-01-27T05:56:58.481Z,"初めてのホワイトニングでホワイトニングショップ京都駅店を利用しました。
リスクやデメリットなどの心配がありましたが
説明も丁寧で不安はなくなりました。
1回目で変化があったのでこれから楽しみです。",,Ci9DQUlRQUNvZENodHljRjlvT2pocmVVeGlhRlZ1Ym1GTVVuUkhZVEJCTFRSMFpWRRAB
156,29150,ChIJSdfpCYAJAWARkHupUKcSqn4,5,左近明依里,2026-01-30T09:58:17.186Z,駅チカでアクセスがよく、また、スタッフの方達もとても親切で、予約も取りやすいので気軽に通うことができます。,,Ci9DQUlRQUNvZENodHljRjlvT21zNGIxWjZOWEV6V1UxMlQybDNWRXRoUTBacWRrRRAB
157,29150,ChIJSdfpCYAJAWARkHupUKcSqn4,5,あ。,2026-01-30T07:09:56.384Z,"京都駅から近く、通いやすいです。
施術は30分ほどで終わるので、隙間時間にも行きやすいです。
少しずつ白くなってきて効果を感じています。",,Ci9DQUlRQUNvZENodHljRjlvT2t0bE9WZGxWRXhMUlV0RFJDMUdRWFZxZEdoS1FWRRAB
158,29150,ChIJSdfpCYAJAWARkHupUKcSqn4,5,ゆ,2026-01-27T15:43:30.441Z,"3ヶ月くらい通ってますが、すごい白くなってきてます！！
スタッフさんも皆さん優しくて予約も取りやすくとてもいいです
これからも通い続けたいと思います😊",,Ci9DQUlRQUNvZENodHljRjlvT213M1NWbFllakpSTjB4eVoxVm9YMkZhYVRKNlRWRRAB
159,29150,ChIJSdfpCYAJAWARkHupUKcSqn4,5,きょ,2026-01-27T15:42:17.596Z,"一回で白くなりました！スタッフの皆さんも気さくで京都駅付近にあり通いやすいです！
これからも通い続けたいと思います",,Ci9DQUlRQUNvZENodHljRjlvT2xwelEwVlBUM0ZXVTBkRVpsTXpXa2xFUkhOVWRYYxAB
160,29123,ChIJLQ8SazoJAWARv0NRfB1WPCM,5,麻生和桜,2026-01-20T08:13:18.451Z,行くごとに自分でもわかるぐらいトーンが上がっていってお店の位置も通いやすい位置でとても満足。,,Ci9DQUlRQUNvZENodHljRjlvT25oYVptZGlhbGQwZEZvM1N6UlpTSE5sUkhCSFRsRRAB
161,29123,ChIJLQ8SazoJAWARv0NRfB1WPCM,5,クッキー,2026-01-20T04:43:27.463Z,5回コースを受けましたが、確実に白くなっていて嬉しいです！,,Ci9DQUlRQUNvZENodHljRjlvT2xoRmJISTJXbEZEY2xwaGRqSm5YMHB4U25wRVkyYxAB
162,29085,ChIJkUkWUUQGAWARKF2jK0id-3M,1,みみかん,2026-01-24T04:18:18.367Z,予約しても1時間以上待ちます。看護師さんは優しいですが、先生は麻酔をした後、処置の直前に不安を煽るような説明をされます。,,Ci9DQUlRQUNvZENodHljRjlvT25wbVMyUm1TblJyY3pCUmIyUXhXSGhYYWpaYWVWRRAB
163,29125,ChIJZ1DuixEJAWAR9AGPejIXjYQ,5,せとか。,2026-01-22T12:16:13.439Z,,,Ci9DQUlRQUNvZENodHljRjlvT2toMFNETTNYell3U1ZKT1JXaGtSbmxLTmt0c1kwRRAB
164,29149,ChIJ53a2dK0IAWARmJ3t8_-hQ2M,5,田口貴代,2026-01-26T23:07:47.449Z,インプラント診療で市内の病院２つ話を聞きに行きましたが…こちらが都内にも店舗があるせいか、1番リーズナブルで、スタッフの方も親切な対応でした。2年前施術してくださった先生は今はいらっしゃらないのですが、前からいる可愛らしい女性スタッフの方もいて、安心です。今は定期検診で受診しています。もちろん術後は何も問題なくインプラントの快適さを実感しています。知り合いにもおすすめしています。悩んでる方いたら、一度お話だけでも聞いてみるだけでもいいと思います。,,Ci9DQUlRQUNvZENodHljRjlvT25sVmIwWTBhMFJJTkRSRGRUbG5hMGRUTldKMWVtYxAB
