施設ID,施設名,電話番号,郵便番号,都道府県,市区町村,住所,web,GoogleMap,ランク,カテゴリ,緯度,経度,施設GID
111,こもれび斎場 創成川ホール,0120-234-949,〒065-0022,北海道,札幌市, 東区北２２条東１丁目１−１０,https://komorebi-saijyo.com/,https://maps.google.com/?cid=16015042202135879850&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQABgEIAA,4.8,斎場,43.0887877,141.3491156,ChIJsbHB3x8pC18RquAyEQjcQN4
112,小さなお葬式 美園ホール,0120-212-865,〒062-0009,北海道,札幌市, 豊平区美園９条３丁目１−５,https://www.osohshiki.jp/area/hokkaido/sapporo-shi/toyohira-ku/sougijou/35534/?utm_source=google&utm_medium=maps,https://maps.google.com/?cid=16778589826294755830&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQABgEIAA,4.5,#N/A,43.0384226,141.3803896,ChIJETFZA80rC18R9jFI3IyG2eg
113,栄公社めもり,011-855-5444,〒062-0055,北海道,札幌市, 豊平区月寒東５条５丁目１−４ 205,https://www.eikousha-5444.com/,https://maps.google.com/?cid=8404935000976929177&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQABgEIAA,5.0,斎場,43.0369412,141.40380159999998,ChIJkceXi3krC18RmTF6JdpTpHQ
114,北海斎場 手稲 / 北海葬祭,011-683-4444,〒006-0012,北海道,札幌市, 手稲区富丘２条５丁目１−３０,http://www.hokkaisousai.jp/,https://maps.google.com/?cid=7224367732054748032&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQABgEIAA,4.9,斎場,43.110971199999994,141.2490092,ChIJZ6BSUMcnC18RgOvqCy0cQmQ
115,小さなお葬式 清田ホール,0120-212-865,〒004-0871,北海道,札幌市, 清田区平岡１条２丁目１１−１５,https://www.osohshiki.jp/area/hokkaido/sapporo-shi/kiyota-ku/sougijou/35954/?utm_source=google&utm_medium=maps,https://maps.google.com/?cid=9981029693378327007&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQABgEIAA,1.0,#N/A,42.9985387,141.44543009999998,ChIJc5Y9jonVdF8R3_Fw1p-9g4o
116,やわらぎ斎場 センティア28,0120-600-300,〒060-0062,北海道,札幌市, 中央区南２条西８丁目１２−１,https://www.yawaragisaijyo.com/hall/tyuoh/?utm_source=google&utm_medium=business&utm_campaign=hall_ct28,https://maps.google.com/?cid=13870864693236364774&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQABgEIAA,2.5,斎場,43.0571322,141.3450969,ChIJU9-2o5opC18R5nXcj_I1f8A
117,札幌市のお葬式 家族葬 メモリアホール厚別,0120-918-835,〒004-0031,北海道,札幌市, 厚別区上野幌１条３丁目１−５,https://memoria38.com/,https://maps.google.com/?cid=1218213839651332143&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQABgEIAA,4.6,斎場,43.0214745,141.4722502,ChIJB0HxEE8rC18RL-DhZAj35xA
118,小さなお葬式 月寒東ホール,0120-212-865,〒062-0055,北海道,札幌市, 豊平区月寒東５条１５丁目４−１１,https://www.osohshiki.jp/area/hokkaido/sapporo-shi/toyohira-ku/sougijou/35460/?utm_source=google&utm_medium=maps,https://maps.google.com/?cid=13079678424656279130&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQABgEIAA,3.6,#N/A,43.029130099999996,141.42507290000003,ChIJxVMupUYrC18RWnb6ZTpahLU
119,コープの家族葬ウィズハウス北12条斎場,0120-323-099,〒065-0012,北海道,札幌市, 東区北１２条東１３丁目２−２８,https://with-house.jp/area/sapporo/higashi/n12/?utm_source=gbp&utm_medium=google&utm_campaign=maps,https://maps.google.com/?cid=6707839742035916228&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQABgEIAA,4.7,斎場,43.0787336,141.3730377,ChIJEQabdD8pC18RxHVMqrQIF10
120,札幌市民直葬センター,011-837-1110,〒003-0803,北海道,札幌市, 白石区菊水３条５丁目４−１０,https://www.chokuso-center.com/,https://maps.google.com/?cid=5779573312762855813&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQABgEIAA,3,斎場,43.0547762,141.3800398,ChIJ09qFC_4rC18RhcGOdE4rNVA
121,徳礼ホール北 究極葬祭,0120-622-322,〒001-0901,北海道,札幌市, 北区新琴似１条５丁目５−１２,http://www.kyukyoku.jp/index.html,https://maps.google.com/?cid=12935403221068603856&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQABgEIAA,4.3,企業のオフィス,43.1065495,141.3193839,ChIJebGivSYpC18R0OE84rHIg7M
122,家族葬のディアネス 豊平,0120-376-756,〒062-0024,北海道,札幌市, 豊平区月寒西４条１０丁目１−１８,https://www.cpshokushin.com/area/hokkaido/sapporo-shi/toyohira-ku/toyohira,https://maps.google.com/?cid=18437034524024077111&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQABgEIAA,4.9,#N/A,43.024353,141.3874816,ChIJ4zZfXSYrC18RN3sRTDeB3f8
123,小さなお葬式 豊平ホール,0120-212-865,〒062-0902,北海道,札幌市, 豊平区豊平２条７丁目１−２４,https://ceremonyhouse.info/hokkaido/sapporo-shi/ceremonyhouse_toyohira/,https://maps.google.com/?cid=13788512380560429564&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQABgEIAA,#N/A ,#N/A,43.0506478,141.3753509,ChIJM5mcozcrC18R_FFhmPSiWr8
124,コープの家族葬 ウィズハウス 北郷,0120-323-099,〒003-0837,北海道,札幌市, 白石区北郷７条４丁目１−９,https://with-house.jp/area/sapporo/shiroishi/kitagou/?utm_source=gbp&utm_medium=google&utm_campaign=maps,https://maps.google.com/?cid=10118198106474044495&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQABgEIAA,4.9,#N/A,43.0645549,141.42113550000002,ChIJY3UbRPcrC18RT1xqv5EPa4w
125,黄光ホール,#N/A ,〒003-0021,北海道,札幌市, 白石区栄通１１丁目１−１ 栄通１１ハイツ,http://koukousha.net/,https://maps.google.com/?cid=7229228950557132687&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQABgEIAA,4.9,斎場,43.033721299999996,141.41470189999998,ChIJOVXpr6krC18Rj4ftrW1hU2Q
126,ファミリーホール天翔,011-883-2322,〒004-0801,北海道,札幌市, 清田区里塚１条２丁目１６−１２,https://ten-shou.com/,https://maps.google.com/?cid=12113341215388446010&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQABgEIAA,4.3,斎場,42.9895928,141.4592018,ChIJPTbGtCPVdF8ROq1T-qc7G6g
127,北３４条アクセスホール,0120-913-493,〒007-0834,北海道,札幌市, 東区北３４条東１丁目２−２６,https://endo-sourei.com/,https://maps.google.com/?cid=11834521720421708084&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQABgEIAA,3.4,斎場,43.1020816,141.346913,ChIJ-XBvvsUoC18RNHFhgM2qPKQ
128,コープの家族葬ウィズハウス豊平橋斎場,0120-323-099,〒062-0904,北海道,札幌市, 豊平区豊平４条２丁目６−１０,https://with-house.jp/area/sapporo/toyohira/toyohirabashi/?utm_source=gbp&utm_medium=google&utm_campaign=maps,https://maps.google.com/?cid=7820000710139967955&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQABgEIAA,4.7,斎場,43.0530094,141.3675785,ChIJWyZ4TfkrC18R0_kxtzY5hmw
129,南郷齋場｜㈱公益社,011-861-4242,〒003-0023,北海道,札幌市, 白石区南郷通１５丁目北８−２７ 公益社南郷斎場,http://www.sp-kouekisha.co.jp/hall/nango.html,https://maps.google.com/?cid=13667806445953983876&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQABgEIAA,4.1,#N/A,43.0339676,141.42776179999998,ChIJ41r6cwkrC18RhKXhJYzNrb0
130,コープの家族葬ウィズハウス フリエ しんことに,0120-617-750,〒001-0907,北海道,札幌市, 北区新琴似７条１３丁目３−１０,https://coop-kazokusou.jp/house/shinkotoni/index.php?utm_source=gbp&utm_medium=google&utm_campaign=maps,https://maps.google.com/?cid=18399469464411877068&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQABgEIAA,4.8,斎場,43.121456099999996,141.3128848,ChIJbTwNC3knC18RzK7qSf4LWP8
131,ファミリーホール美香保,0120-401-594,〒065-0021,北海道,札幌市, 東区北２１条東１丁目２−２５,https://ceremony-select.com/,https://maps.google.com/?cid=1096312714243812426&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQABgEIAA,4.8,#N/A,43.087454699999995,141.3503831,ChIJ1Rp_es8pC18RSiw_55riNg8
132,家族葬クラッセ with メモリエ,011-218-4444,〒060-0032,北海道,札幌市, 中央区北２条東１３丁目26−４３ 蔵ノ湯敷地内,https://memoriae.jp/,https://maps.google.com/?cid=16222788879621530996&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQABgEIAA,4.4,斎場,43.067338199999995,141.3775287,ChIJW8z9cWYpC18RdKX_s4jsIuE
133,家族葬のディアネス 札幌,0120-376-756,〒063-0850,北海道,札幌市, 西区八軒１０条西１２丁目６−３,https://www.cpshokushin.com/area/hokkaido/sapporo-shi/nishi-ku/sapporo,https://maps.google.com/?cid=10907742703996682955&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQABgEIAA,4.9,#N/A,43.101723299999996,141.3058777,ChIJ60iz_nQpC18Ry8IUlTIWYJc
134,札幌市 山口斎場,011-691-3636,〒006-0860,北海道,札幌市, 手稲区手稲山口３０８,http://www.city.sapporo.jp/hokenjo/f3seikatu/saijo/yamaguchi.html,https://maps.google.com/?cid=8513420005951706331&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQABgEIAA,3.7,#N/A,43.1529418,141.2264007,ChIJYaSy6domC18R25R0rmO-JXY
135,家族葬のアイシンセレモニー,011-694-1194,〒006-0001,北海道,札幌市, 手稲区西宮の沢１条４丁目３−１,#N/A ,https://maps.google.com/?cid=3796401231685999645&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQABgEIAA,5,#N/A,43.106285899999996,141.2613657,ChIJjcDUDcAnC18RHdx_V86GrzQ
136,セレモニーホールフェアウェル札幌,011-789-4444,〒007-0834,北海道,札幌市, 東区北３４条東２２丁目１−３３,https://farewell-sapporo.jp/,https://maps.google.com/?cid=1885672920715999987&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQABgEIAA,2.9,斎場,43.1034716,141.3796356,ChIJ-eZJpikvC18R87rZ2YdBKxo
137,コープの家族葬ウィズハウス フリエホールつきさむ,0120-617-750,〒062-0020,北海道,札幌市, 豊平区月寒中央通１０丁目６−１,https://coop-kazokusou.jp/house/thukisamu/index.php?utm_source=gbp&utm_medium=google&utm_campaign=maps,https://maps.google.com/?cid=9982443468214085045&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQABgEIAA,4.6,斎場,43.027119400000004,141.399015,ChIJZWYkqy0rC18RtaVR8XHDiIo
138,家族葬のファミーユ 山鼻ホール,0120-511-355,〒064-0923,北海道,札幌市, 中央区南２３条西１１丁目１−６,https://www.famille-kazokusou.com/search_area/hokkaido/sapporo/post-1637.html?utm_source=google&utm_medium=maps,https://maps.google.com/?cid=17904029656003480808&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQABgEIAA,5.0,斎場,43.029218799999995,141.3446061,ChIJnfiupIErC18R6Iwlzhzkd_g
139,㈱琴似葬儀社,011-611-5650,〒063-0002,北海道,札幌市, 西区山の手２条１丁目５−１６ 琴似葬儀社,http://kotosou.com/,https://maps.google.com/?cid=7951297162433885247&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQABgEIAA,4.5,斎場,43.071881,141.301067,ChIJf-OufTUoC18RP3RxNqSuWG4
140,家族葬のファミーユ 北37条東ホール,0120-511-355,〒007-0837,北海道,札幌市, 東区北３７条東１丁目７−１,https://www.famille-kazokusou.com/search_area/hokkaido/sapporo/post-1108.html?utm_source=google&utm_medium=maps,https://maps.google.com/?cid=5609482906431960872&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQABgEIAA,5.0,斎場,43.105038799999996,141.3467925,ChIJsRQbviYpC18RKLeAq_vi2E0
141,コープの家族葬 ウィズハウス 南郷7丁目,0120-323-099,〒003-0022,北海道,札幌市, 白石区南郷通７丁目南５−５番16号,https://with-house.jp/area/sapporo/shiroishi/nangou/?utm_source=gbp&utm_medium=google&utm_campaign=maps,https://maps.google.com/?cid=14994384458941597840&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQABgEIAA,4.8,#N/A,43.040003299999995,141.411011,ChIJRYGwUKUrC18RkAjaxDjBFtA
142,家族葬のディアネス 屯田,0120-376-756,〒002-0859,北海道,札幌市, 北区屯田９条２丁目８−８,https://www.cpshokushin.com/area/hokkaido/sapporo-shi/kita-ku/tonden,https://maps.google.com/?cid=17520036241044253275&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQABgEIAA,4.9,#N/A,43.1407822,141.3436901,ChIJq6r6PO0lC18RW6pp1yKsI_M
143,家族葬のファミーユ 新道東ホール,0120-511-355,〒065-0032,北海道,札幌市, 東区北３２条東１８丁目８−１５,https://www.famille-kazokusou.com/search_area/hokkaido/sapporo/post-1418.html?utm_source=google&utm_medium=maps,https://maps.google.com/?cid=9654399565078393910&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQABgEIAA,5.0,斎場,43.103192899999996,141.3764593,ChIJ9RoN2SsvC18RNvQu1EBR-4U
144,家族葬のディアネス 厚別西,0120-376-756,〒004-0065,北海道,札幌市, 厚別区厚別西５条１丁目１−２５,https://www.cpshokushin.com/area/hokkaido/sapporo-shi,https://maps.google.com/?cid=4227892244705524859&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQABgEIAA,4.9,#N/A,43.0522324,141.4520835,ChIJC9kWuvwtC18RezxNoph9rDo
145,ウィズハウス発寒斎場,0120-323-099,〒063-0833,北海道,札幌市, 西区発寒１３条４丁目１３−３,https://with-house.jp/area/sapporo/nishi/hassamu/?utm_source=gbp&utm_medium=google&utm_campaign=maps,https://maps.google.com/?cid=17853966970734761813&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQABgEIAA,4.8,斎場,43.0992288,141.2929284,ChIJfa1iIMopC18RVdczkl0Ixvc
146,ファミリア北十二条 / ファミリア飛内㈱,011-716-8750,〒001-0012,北海道,札幌市, 北区北１２条西４丁目２−２,http://sousai.co.jp/,https://maps.google.com/?cid=9098278208154770993&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQABgEIAA,5.0,斎場,43.0754288,141.3479709,ChIJn6p5Ag8pC18RMR6-WNOTQ34
147,白石中央斉場,011-820-8101,〒003-0012,北海道,札幌市, 白石区中央２条３丁目４−１０,http://sapporo-ceremony.jp/,https://maps.google.com/?cid=8156267101793934255&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQABgEIAA,4.3,斎場,43.05927,141.397517,ChIJaTh5md0rC18Rr9uhH7fhMHE
148,コープの家族葬ウィズハウス苗穂本町斎場,0120-323-099,〒065-0041,北海道,札幌市, 東区本町１条１１丁目１−１,https://with-house.jp/area/sapporo/higashi/naebo/?utm_source=gbp&utm_medium=google&utm_campaign=maps,https://maps.google.com/?cid=4130368278826123620&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQABgEIAA,4.7,斎場,43.0718904,141.39808910000002,ChIJKbRaVVcpC18RZAH54hAEUjk
149,東区博善斎場 / ㈱博善社,011-731-1111,〒065-0028,北海道,札幌市, 東区北２８条東８丁目２−１,http://www.hakuzensha-sapporo.jp/hall/higashiku.htm,https://maps.google.com/?cid=16697055802167906763&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQABgEIAA,5.0,斎場,43.097819,141.3598223,ChIJI5m_xNYoC18Ry9EXi8nbt-c
150,博善斎場｜㈱博善社,011-533-1111,〒064-0930,北海道,札幌市, 中央区南３０条西１２丁目２−１,https://www.hakuzensha-sapporo.jp/hall/hakuzen/,https://maps.google.com/?cid=14925118597958457601&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQABgEIAA,4.0,斎場,43.0192056,141.344322,ChIJnxh5ionVCl8RAdnjxUmsIM8
151,おくりびとのお葬式 豊平店,0120-288-725,〒062-0936,北海道,札幌市, 豊平区平岸６条９丁目３−２５,https://www.okuribito-osousiki.com/alt-lp/sapporo?utm_source=gmap&utm_area=toyohira,https://maps.google.com/?cid=11664538810787172785&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQABgEIAA,4.8,#N/A,43.0323327,141.3807368,ChIJ62D4uEUqC18RsRG6PT_E4KE
152,㈱セレモニーサポート,011-773-4499,〒002-0853,北海道,札幌市, 北区屯田３条３丁目４−８,https://www.sapporo-sougi.jp/,https://maps.google.com/?cid=8332763854525352338&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQABgEIAA,4.7,斎場,43.1256577,141.336861,ChIJPWARh1UvC18RkskyqpPso3M
153,西区博善斎場｜㈱博善社,011-665-1111,〒063-0061,北海道,札幌市, 西区西町北１２丁目１−３,https://www.hakuzensha-sapporo.jp/hall/nishiku.htm,https://maps.google.com/?cid=16126626275475047326&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQABgEIAA,4.0,斎場,43.0819733,141.28477479999998,ChIJBcavhz8oC18RnsMrrydJzd8
154,家族葬のディアネス 菊水元町,0120-376-756,〒003-0824,北海道,札幌市, 白石区菊水元町４条２丁目６−４,https://www.cpshokushin.com/area/hokkaido/sapporo-shi/shiroishi-ku/kikusui-motomachi,https://maps.google.com/?cid=15012176544711384512&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQABgEIAA,4.9,#N/A,43.068835799999995,141.4049475,ChIJM26e5sorC18RwB35jAf3VdA
155,㈱市民火葬協会,011-206-7522,〒061-2283,北海道,札幌市, 南区藤野３条７丁目２−２４,https://hp011-555-6195.com/,https://maps.google.com/?cid=17793937551119463240&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQABgEIAA,4.9,#N/A,42.9616731,141.2923164,ChIJe9I756HUCl8RSLP1Ke3D8PY
156,㈱葬祭綜合センター,011-784-7878,〒065-0020,北海道,札幌市, 東区北２０条東１４丁目４−１,http://sousai-sougou.com/,https://maps.google.com/?cid=10410664735599533141&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQABgEIAA,3,斎場,43.0884585,141.37007839999998,ChIJNbzLaCUpC18RVZwYQWscepA
157,北海道葬祭業協同組合,011-532-5000,〒064-0916,北海道,札幌市, 中央区南１６条西９丁目２−５ 朝日プラザ南１６条,http://hokusoukyou.com/,https://maps.google.com/?cid=13161661815756596054&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQABgEIAA,#N/A ,#N/A,43.0379395,141.34715240000003,ChIJIR5ZhRkqC18RVqP-HbCdp7Y
158,セレモニーホール青柳 本館｜青柳㈱,011-784-7300,〒065-0019,北海道,札幌市, 東区北１９条東２２丁目５−２５,https://ch-aoyagi.co.jp/,https://maps.google.com/?cid=16195115903002354722&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQABgEIAA,4.5,#N/A,43.0861516,141.3854007,ChIJvf3gIzQpC18RIiS8vhucwOA
159,㈱博善社,011-512-1111,〒064-0914,北海道,札幌市, 中央区南１４条西７丁目１−１０ 博善ビル 2階,http://www.hakuzensha-sapporo.jp/,https://maps.google.com/?cid=6408138451498504753&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQABgEIAA,5,斎場,43.041951,141.350447,ChIJGbdIBSIqC18RMRIXSfhH7lg
160,札幌市 里塚斎場,011-883-1561,〒004-0809,北海道,札幌市, 清田区里塚５０６,#N/A ,https://maps.google.com/?cid=15213738229322123897&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQABgEIAA,3,斎場,42.964998699999995,141.4613054,ChIJG4Mcz53VdF8ReYqGUFAOItM
173,公益社 中央霊堂,011-511-4242,〒064-0806,北海道,札幌市, 中央区南６条西９丁目１０２３−１,http://www.sp-kouekisha.co.jp/hall/tyuou.html,https://maps.google.com/?cid=3002950622414037800&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQABgEIAA,2.6,斎場,43.051884799999996,141.344911,ChIJ441Tuo4pC18RKOMGR66frCk
