
137,医療法人社団光歯会 はぁと歯科クリニック,015-447-2929,085-0806,北海道,釧路市,武佐３丁目４７−１１ 47番11号 1F,,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x5f7217ec9b416f5d:0xfd609154394e7931,4.3,歯科医院,42.9886486,144.420615,ChIJXW9Bm-wXcl8RMXlOOVSRYP0,
138,医療法人社団 かねこ歯科クリニック,015-425-2425,085-0005,北海道,釧路市,松浦町３−３,http://www.kaneko-dentalclinic.com/,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x5f7217d0b4080ceb:0xef75d9e004a30b5a,4.2,歯科医院,42.9938674,144.3891571,ChIJ6wwItNAXcl8RWgujBODZde8,
139,医療法人社団 木の実歯科クリニック,015-438-8241,088-0616,,釧路郡釧路町,曙１丁目１−７ 北海道,https://www.konomidc.com/,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x5f721652970038bb:0x10373d18031f9db4,3,歯科医院,43.0117025,144.4094503,ChIJuzgAl1IWcl8RtJ0fAxg9NxA,
140,本間つとむ歯科医院 釧路市 歯医者/歯周病/小児歯科/ホワイトニング,015-453-8892,084-0907,北海道,釧路市,鳥取北５丁目１２−１４,https://www.honmatsutomu.com/,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x5f7217fa196eba7d:0xe6be89ae3279016f,3.4,歯科医院,43.0169408,144.3475416,ChIJfbpuGfoXcl8RbwF5Mq6JvuY,
141,医療法人あかつき あかつき総合歯科,015-465-8241,085-0057,北海道,釧路市,愛国西１丁目１３−１,https://akatsukidc.jp/,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x5f72163739977925:0xef88705fd8700897,2.8,歯科医院;口腔外科医;矯正歯科;小児歯科医,43.0100207,144.38478899999998,ChIJJXmXOTcWcl8Rlwhw2F9wiO8,
142,こんの歯科クリニック,015-441-8041,085-0831,北海道,釧路市,住吉１丁目１−６,,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x5f723d5c3b4ef193:0x13eaa2db5044383,3.8,歯科医院,42.9795942,144.38986889999998,ChIJk_FOO1w9cl8Rg0MEtS2qPgE,
143,医療法人社団 クボタデンタルクリニック,015-442-8148,085-0831,北海道,釧路市,住吉１丁目９−１８,,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x5f723d5b911d3dff:0x291b756db2187ba9,4,歯科医院,42.9775117,144.3909472,ChIJ_z0dkVs9cl8RqXsYsm11Gyk,
144,ふくしま歯科医院,015-443-3070,085-0835,北海道,釧路市,浦見４丁目２−２３,http://www.yoihani.jp/,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x5f723d439258d1d7:0xc589c24d4b0b8245,4.5,歯科医院,42.9756073,144.3812259,ChIJ19FYkkM9cl8RRYILS03CicU,
145,医療法人社団 上島歯科医院,015-441-8211,085-0814,北海道,釧路市,緑ケ岡２丁目３８−１５,,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x5f7217e9cc94cda9:0x337a152bf67ca96a,4.9,歯科医院,42.989090399999995,144.40927539999998,ChIJqc2UzOkXcl8Raql89isVejM,
146,さとう歯科クリニック,015-436-5222,085-0057,北海道,釧路市,愛国西３丁目１−１６,,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x5f72163bc7a627c5:0x73dc3d356856086c,,歯科医院,43.012522999999995,144.37796,ChIJxSemxzsWcl8RbAhWaDU93HM,
147,おおくぼ歯科医院,015-439-2200,085-0058,北海道,釧路市,愛国東３丁目２−６,http://blog.goo.ne.jp/mintglay/,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x5f7216341c3b4789:0x23d997cab222a4bb,3.5,歯科医院,43.0077005,144.3885397,ChIJiUc7HDQWcl8Ru6QissqX2SM,
148,医療法人社団恵人会 あすか歯科クリニック,015-421-3300,085-0052,北海道,釧路市,中園町１０−１２,http://keijinkai.info/asuka/index.html,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x5f721631015027a5:0x1a14337ac85a3412,3.2,歯科医院,43.008011499999995,144.3824994,ChIJpSdQATEWcl8REjRayHozFBo,
149,医療法人社団 こまば歯科,015-431-7373,085-0048,北海道,釧路市,駒場町１−２,http://komaba-shika.com/,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x5f723d80fffaf3ab:0xe45312690aeb97a3,3.6,歯科医院,42.9983241,144.3687277,ChIJq_P6_4A9cl8Ro5frCmkSU-Q,
150,もみの木ファミリー歯科,015-455-3303,084-0912,北海道,釧路市,星が浦大通２丁目６−１ ぴあざフクハラ星が浦店内,,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x5f723de405880de9:0x778a4ea6c7c99720,2.6,歯科医院,43.0143905,144.32333699999998,ChIJ6Q2IBeQ9cl8RIJfJx6ZOinc,
151,愛国デンタルクリニック,015-439-1188,085-0058,北海道,釧路市,愛国東４丁目２３−２,http://www.hospita.jp/1153875/,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x5f7216379ea91265:0xcd93d5973223302e,2.4,歯科医院,43.011373999999996,144.386723,ChIJZRKpnjcWcl8RLjAjMpfVk80,
152,医療法人社団 こうの歯科医院,015-437-6480,085-0057,北海道,釧路市,愛国西１丁目９−２,https://kouno-dental946.com/,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x5f721630a74a85ff:0xa3748d9b74c8feeb,4.6,歯科医院,43.010368,144.381427,ChIJ_4VKpzAWcl8R6_7IdJuNdKM,
153,木原歯科医院,015-457-6388,084-0917,北海道,釧路市,大楽毛１丁目７−１３,,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x5f723e787485a857:0x630147c8d9beb6bc,3.7,歯科医院,43.011216999999995,144.297696,ChIJV6iFdHg-cl8RvLa-2chHAWM,
154,たなか歯科クリニック,015-425-8241,085-0051,北海道,釧路市,光陽町１９−１３,https://www.tdclinic.net/,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x5f7217cb52869c75:0xf0831eb9387b6a2c,3.9,歯科医院;美容歯科医;歯科衛生士;インプラント歯科医;小児歯科医;歯科ホワイトニングサービス,43.004294099999996,144.3929688,ChIJdZyGUssXcl8RLGp7OLkeg_A,
155,高岡歯科,015-438-5336,085-0061,北海道,釧路市,芦野５丁目２７−１１,http://www.takaoka-dc.com/,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x5f72164430593c65:0x8b96f266f1cd37d5,2.5,歯科医院,43.0174678,144.3924725,ChIJZTxZMEQWcl8R1TfN8Wbylos,
156,ミルキーデンタルクリニック,011-219-4618,060-0061,北海道,札幌市,中央区南１条西７丁目７−１ いーなビル 2F,https://www.milky-d.jp/,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x5f0b299ae75d854b:0x65527ab1bfa58660,3.5,歯科医院,43.0580624,141.3469183,ChIJS4Vd55opC18RYIalv7F6UmU,
157,マイクロエンド歯科,036-659-3093,110-0005,東京都,台東区,上野６丁目６−８ 昭和ビル,http://www.microendo.jp/,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x6022864f970ce923:0x75ea9ce1c06cf933,4.7,歯科医院,35.7086271,139.77609479999998,ChIJI-kMl0-GImARM_lswOGc6nU,
158,岡山マイクロエンド歯科,086-236-8478,700-0927,岡山県,岡山市,北区西古松２丁目２４−１５ 山村ビル 2F,https://www.okayama-microend.com/,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x3554070447434205:0x987c8b24a0869e0c,,歯科医院,34.6469495,133.9049473,ChIJBUJDRwQHVDURDJ6GoCSLfJg,
159,医療法人社団 大友歯科,011-824-1212,062-0093,北海道,札幌市,豊平区平岸３条１１丁目１−２４,,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x5f0b2bfd44942759:0xb415af832f30130d,3.9,歯科医院,43.0295169,141.3686461,ChIJWSeURP0rC18RDRMwL4OvFbQ,閉業
160,ポピー歯科クリニック,011-562-4618,064-0924,北海道,札幌市,中央区南２４条西１１丁目１−１,http://www.poppy-dental.com/,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x5f0b2a0c67d18b71:0xc7c3ec080677776a,4.1,クリニック・医院・診療所;歯科医院,43.0279057,141.3449421,ChIJcYvRZwwqC18Rand3Bgjsw8c,
161,よしもと歯科・矯正,015-424-2240,085-0046,北海道,釧路市,新橋大通３丁目 1番8号,https://www.yosimoto-dental.com/,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x5f7217b16df3e455:0x6b27a7a0000617e5,3.1,歯科医院;美容歯科医;インプラント歯科医;矯正歯科,43.0045844,144.3760381,ChIJVeTzbbEXcl8R5RcGAKCnJ2s,
