レビューID,施設ID,施設GID,レビュワー評価,レビュワー名,レビュー日時,レビュー本文,レビュー要約,レビューGID
111,203374,ChIJxy_X-4KMGGAREqNP2gKehwk,1,月葛,2026-02-03T08:30:29.781Z,"入会前のカウンセリングにて。
スタッフさんは終始笑顔で、感じのよい方でしたが、一部の説明に少しモヤモヤする点がありました。

自分の収入に自信がないことを相談したところ、
「年収500〜600万円の女性会員が多く、そのような方は40歳で年収700万円の男性はまず選ばないので、あなたはその層を狙うとよい（要約）」というアドバイスを受けました。

内容は理解できますが、伝え方に配慮がなく、まるで「誰かの余り物を回されている」ような印象を受け、悲しい気持ちになりました。

40歳で年収700万円の男性にも失礼ですし、私自身もランク付けされているように感じました。

入会を迷っている方の参考になればと思い、カウンセリングの雰囲気を共有します。
「ズバズバ言ってくれる方が合う！」という方には相性がよい相談所かもしれません。",,Ci9DQUlRQUNvZENodHljRjlvT2pWRVdIQXRSMUZtT0hnemVHWkRNMUV0UW5NemVHYxAB
112,203214,ChIJqQDKwwGaRDURsOO02IOeLxo,5,Y Yさん,2026-02-05T13:58:11.270Z,"最初は不安もありましたが、担当の方がとても親身に話を聞いてくださり、安心して活動することができました。
悩んだ時や迷った時も、いつも的確なアドバイスをいただき、前向きに進むことができたと思います。
おかげさまで素敵なご縁に恵まれ、無事に成婚することができました。
本当に心から感謝しています。
これから結婚を考えている方も、不安に思わず一歩踏み出してみてください。
きっと信頼できるサポートの中で、自分に合ったご縁に出会えると思います。
このご縁に感謝しながら、新しい人生を歩んでいきたいと思います。",,Ci9DQUlRQUNvZENodHljRjlvT21oV1lVMVdMVFJJV0dKWmN6aERUMk5IWDFkRFMwRRAB
113,203130,ChIJr52f68_iAGARL7oYaqfduY4,5,まなえ,2026-02-05T03:28:59.462Z,結婚相談所への入会を検討して問い合わせたところ、最初からとても丁寧で親切な対応でした。自分で相手を検索し、お見合いの調整はすべて相談所がしてくれるので安心して進められました。最初は半信半疑でしたが、担当者の勧めでお会いした方と良いご縁があり成婚に至りました。悩んだ時も親身に相談に乗ってくださり、ロイヤルマリッジに入会して本当に良かったと感じています。,,Ci9DQUlRQUNvZENodHljRjlvT2tad1UzWTBhRE51WmtGUmFFSldTMHRoTmxCRGVrRRAB
114,203130,ChIJr52f68_iAGARL7oYaqfduY4,5,yukari,2026-01-30T08:41:32.540Z,"親が医師なので、周りも私自身も医師との結婚を自然に進められていました。
親からの紹介でのお見合い、仲人さんにも紹介してもらったりしていましたが、気持ちが進むお相手もなく、何年か過ぎてしまいました。
インターネットで結婚相談所を探し、半信半疑でロイヤルマリッジに無料相談に行き、担当者の親切なお話しが良く入会しました。
沢山の情報がありましたが、医師の方3名とお見合いすることが出来ました。
その中でテニスが共通の趣味が合う彼と成婚することが出来ました。
関西の方との出会いをと思っていましたので、名古屋在住の彼とのお見合いには悩みましたが、担当者の「名古屋は遠くないよ！お会いしてみたら！」との一言でお見合いしました。

本当に良かったです。
ありがとうございました。",,Ci9DQUlRQUNvZENodHljRjlvT2pKTE1rMHhlSHBWUm1VelV6aFBRbTVGTUhjNWFXYxAB
115,201966,ChIJ0fLm7ysoil8Rb1-LWlr3-4w,5,あき,2026-02-03T11:41:38.407Z,"ご夫婦でされてるマリッジメディアさんは、とてもアットホームで、1人1人に丁寧に対応してくれます。
いつもどんな時も私の意見を尊重してくれて安心感があり少しでも不安な事や、疑問な事にもすぐに対応してくれるので、信頼して活動が出来ました。
成婚することが出来たのも中村ご夫妻のおかげです！",,Ci9DQUlRQUNvZENodHljRjlvT2xveFMxTXpWMmR6TUhGWldWa3pSMGRhTkhWMlVYYxAB
116,203066,ChIJt5nsKfy--F8ReEZh7qn3bJ0,1,海田一時,2026-02-05T09:09:07.141Z,ボクはおじさんだが、おばさんのラインナップが良くない,,Ci9DQUlRQUNvZENodHljRjlvT21KR1JITlVOMUpJV1dkMk1UVmlZbE4wZDNWQlJIYxAB
117,202299,ChIJWZBgrd7tGGARr5zsXZdjpt8,5,誰かの養分,2026-02-04T10:20:00.914Z,他の大手相談所で活動していましたが、担当者となかなか連絡が取れず放置されているような気がしてこちらに移籍しました。ここはレスポンスが驚くほど早く、ちょっとした疑問でもすぐに解消できるのが素晴らしいです。,,Ci9DQUlRQUNvZENodHljRjlvT25SRFVraExYMk5wY0dkSmVGZFpiVWhwYlhwUFJrRRAB
118,201280,ChIJdfC0i02_QzURyPfx5hlNmx0,1,ARAI,2026-01-29T08:53:12.490Z,持論が強く説教臭い,,Ci9DQUlRQUNvZENodHljRjlvT205dVRUSkthRzlZWjB4TVZWazVWR2R4T1daSVpWRRAB
119,201912,ChIJU3Th5MznAGARPiEz3MqaiqE,1,Pピース,2026-02-06T07:40:49.387Z,,,Ci9DQUlRQUNvZENodHljRjlvT2sxWFduWkxla1J0U3pZMlRFVmtjbEZvYVU0MFNrRRAB
120,200248,ChIJnaaTb_CNGGARNmMsZUwUc9s,5,t s,2026-01-27T20:37:47.989Z,"担当者Tさんがすごく親切でした。
とくにポイントを押さえたアドバイスすごくよくわかりやすく丁寧でだったり、注意点などのもしっかりとした経験や第三者目線で状況に応じて教えてくださったりや色々と判断をする時の基準？、ポイント？を考えて教えてくださったりと仲人さんとしてのサポートがすごいしっかりとしていてやる気、早期に結果を出したい方にはすごくオススメの担当仲人さんだと思いました。
自分は担当者の的確なアドバイスなどのおかげで5か月で成婚退会できました",,Ci9DQUlRQUNvZENodHljRjlvT2xoa1VtSTFUM0o0UkhWcFdHZFFSRlJ6VjFwNmNtYxAB
121,203103,ChIJs17-ZUyNGGARdWbE-z4pa30,5,HE,2026-02-03T03:30:49.956Z,「カウンセラーさんに出会えて良かった」この一言に尽きます。真摯にサポートをしてくれたおかげで、婚活を諦めず努力し、この度素敵な方と結婚にまで至ることができました。,,Ci9DQUlRQUNvZENodHljRjlvT2sxUlgzWktOa3BGV0V0TGJtMHllbFV4V0RkTFpVRRAB
122,200240,ChIJD6cO60wGVDUR9W04oyn3qYA,4,コッペぱん,2026-01-31T02:50:29.344Z,,,Ci9DQUlRQUNvZENodHljRjlvT2tWbWNXZE5NV1kzT0RsQ1JHcFlSbUpoVW5CMGVYYxAB
123,200771,ChIJWU5d6G_hGGAR2TZQvNPKSPw,5,M O,2026-02-03T02:44:47.665Z,"親身に相談にのって頂きました。
多摩地域での婚活に成功しました！",,Ci9DQUlRQUNvZENodHljRjlvT25selZtcEpUa05KZWtwMVFVeG9TMVozTFdsaVpFRRAB
124,201690,ChIJyTixreuLGGARItt4MK04eNw,5,Sungdan Zhang,2026-01-31T10:50:16.580Z,"こちらの相談所に入会してから10ヶ月で成婚退会することになりました。綿貫さんには、プロフィールの作成から写真撮影にも同行いただき、本当にお世話になりました。またちょっとした相談にもすぐご返信いただき、大変助かりました。
40代を手前にしての婚活となり、本当に結婚できるか不安な日々を過ごしましたが、想像以上にトントン拍子で決まりました。素敵な人生のパートナーに出会えたことに感謝申し上げます。
諦めず婚活を続けて良かったと思います。とても信頼できる相談所ですのでおすすめです。",,Ci9DQUlRQUNvZENodHljRjlvT2pocldWUlpTemRUZDFOU1UzYzNkbEpJYVRnNFVWRRAB
125,201695,ChIJ3cVxML-RQTURhufbAiced-g,5,MM,2026-01-31T05:03:14.522Z,無料相談に行きました。すごく話しやすくて安心しました。ここなら悩みも聞いてもらえると確信できました。これから頑張ります。,,Ci9DQUlRQUNvZENodHljRjlvT2s5cVRrVndTRGhPV0V0VWNtWjZZazl5TFd0TVNYYxAB
126,200461,ChIJXQfks77RG2ARo0jI4eH2mvU,5,浜松婚活結婚相談サービス,2026-02-02T11:32:35.098Z,"お世話になっております。浜松婚活結婚相談サービスの及川です。
この度は良縁をありがとうございました！
相談所間でのやり取りは良くあることなのですが、会員様と密に連絡を取り合っており、会員様のお考えに沿ってアドバイスをされているなぁと感じ、弊社会員様も安心して良縁を育むことができました。
また私も会員様へのアドバイスなど色々と勉強させて頂き、今後の参考にさせて頂きたいと思います。
また別のご縁がありましたらどうぞ宜しくお願いします。",,Ci9DQUlRQUNvZENodHljRjlvT2xOSmRsTjZTR0ZwVmpjNVVraDJVM053WkcxalRHYxAB
127,200461,ChIJXQfks77RG2ARo0jI4eH2mvU,5,鈴木祥太,2026-01-29T14:37:52.760Z,"大手相談所から移ってきました。
IBJ,JBA,コネクトシップ,スクラムと最大4つ同時に活動できる所は魅力だと思います。
お見合いパーティーも主催しており、小規模な相談所でありながらとても多くの出会いの場を提供してくれていると感じます。
サポートに関してもとても親身で、豊富な知識と経験をもとに実際のデータを交えてロジカルなアドバイスをくれて参考になります。
ホームページやSNSで婚活に関するアドバイス等を載せているのでそちらも参考になります。
着実に婚活事業の内容を充実させているので、今後更に活動できる場所やサポートが充実してくるのではと思います。
大手と比べて優れていると感じる点は、アドバイザーである勝眞さん自らが志を持って婚活事業を起業して活動しているだけあり活動に対する熱量と責任感がしっかりしていて、それが言動に表れていると感じる事や、入会から成婚退会まで一貫して勝眞さん一人で面倒をみてくれるため大手相談所の様に途中でアドバイザーが交代する事が無い事、他に従業員を雇っていないため活動内容に対して月会費が比較的安く抑えられている事など。
大手と比べて足りないと感じる点は、沼津市を拠点に勝眞さん一人で主に事業をされているため、静岡県東部と中部が主な活動場所となるため静岡県西部地域を拠点に活動される方は利用しづらい事。
同様の理由で対面での面談の予定を組むのに大手と比べると日程調整が必要。
大手では月会費に面談費用が既に含まれていて自由に面談をできるかもしれませんが、こちらでは面談は回数が決まっていて追加で面談をする場合は別途料金がかかります。
男性会員としては同性同士腹を割って話をしやすく、その上で女性視点のアドバイスも貰えるので参考になります。
女性会員の方は面談がお見合いの予行演習になったり、男性心理を客観的に教えてもらえる機会になるのではないかと思います。

以上の点を踏まえて、自分を成婚退会へと導いて欲しいと期待を込めてこの評価とさせていただきます。",,Ci9DQUlRQUNvZENodHljRjlvT2xkUVVIazNUamxqWVZNdFNHTkpja2w0ZEU0eWNHYxAB
128,200490,ChIJi3BP2MPp9F8RbCH-tDkLNxQ,5,渡部理恵,2026-01-27T14:16:04.663Z,"新潟で長年、結婚相談所を運営されている有田さんは、人情味あふれる優しさと、どこまでも会員さん思いの姿勢が本当に素晴らしい仲人さんです。

私自身、サポートに悩んだときにはよくご相談させていただくのですが、経験に裏打ちされたアドバイスが的確で、いつも助けられています。

また、全国の仲人向け勉強会では、ご自身のノウハウやデータを惜しみなく共有してくださり、「ここまで教えてくださるの！？」と感動することもしばしばです。まさに“ギブの精神”そのものの方です。本当に見習いたい大きな存在です。

計画性・実行力・愛情深さ・そしてユーモアまで兼ね備えていて、ずっとお付き合いしていきたい、心から信頼できる存在です。

新潟で結婚を考えている方は、ぜひ一度、有田さんのお話を聞いてみてください。きっと婚活が前向きに動き出す、心強い一歩になると思います。

有田さん、これからもどうぞよろしくお願いいたします！",,Ci9DQUlRQUNvZENodHljRjlvT25RMlNuazJhVWxTUm14RlRpMVRORWRuTmxocWNsRRAB
129,200574,ChIJ3UWBejSBQzURZa_K67coDN4,5,Anh Tuấn,2026-02-01T09:37:58.070Z,"カウンセリングを受けて、自分の気持ちが整理でき、KOUKI結婚相談所への入会を決めました。
丁寧で温かい対応が印象的で、相談して本当に良かったです。",,Ci9DQUlRQUNvZENodHljRjlvT21aeGMyTTVNVnByTVZOUFNHRlRZVFZHYkZSbmJXYxAB
130,200574,ChIJ3UWBejSBQzURZa_K67coDN4,5,An An,2026-01-31T11:25:56.167Z,"KOUKI結婚相談所でカウンセリングを受けました。
無理に勧められることもなく、丁寧で誠実な対応が印象的でした。
婚活に対する考え方が前向きになり、相談して良かったと感じています。",,Ci9DQUlRQUNvZENodHljRjlvT25SSGEwWmZVQzFSUkhKUFQxWnJSMVJVZW01QlVFRRAB
131,200574,ChIJ3UWBejSBQzURZa_K67coDN4,5,Cao Huong,2026-01-31T03:00:05.857Z,"宇部市のKOUKI結婚相談所でカウンセリングを受け、入会を決めました。
とても親身に話を聞いてくださり、不安や疑問が解消されました。
ここなら安心して活動できると思います。",,Ci9DQUlRQUNvZENodHljRjlvT25ZeldWcGxWRUY1VVZsSFptY3RkRUp5Y2xacmRuYxAB
132,200570,ChIJh0TNCwjzGGARN7t1w-Xb0HY,5,美和,2026-01-28T03:28:14.590Z,"宮本さんのおかげで、3か月で成婚退会になりました。自分自身ビックリしています。
本当にありがとうございました！！

去年の秋、宮本さんに相談に行って色々話を聞いてもらう中、宮本さんのお人柄と私自身ポジティブな気持ちになれたことでぜひお願いしたいと思い入会しました。本当に正解でした！
宮本さんを信じて良かったです。これまで数社で活動をしたのですが、うまくいかず諦めかけた時、最後に宮本さんと出逢え、本当に良かったです。宮本さんは私の心にいつも寄
り添って励ましてくれ、それが私の前向きな活動の源になりました。
宮本さんのお陰です！！幸せになります！！本当にありがとうございました！！",,Ci9DQUlRQUNvZENodHljRjlvT2xScVNFaE1SbFJ6V2xSbWFsSm9jemRoVlY5bWFVRRAB
133,200570,ChIJh0TNCwjzGGARN7t1w-Xb0HY,2,いちょう,2026-01-27T10:42:52.058Z,"先日、無料相談に行きました。
実績は、素晴らしいですが、私には合わないような気がして入会は見送りました。
お時間をありがとうございました。

追伸
先日という誤解を生む発言で失礼いたしました。

以前、無料相談させていただきました。",,Ci9DQUlRQUNvZENodHljRjlvT2xkRk5VVlZlR1k0YzFaSVVqQmhjWE5PVERrM09IYxAB
134,200561,ChIJseq5oSb0GGARqsB-9hHm08A,5,Komeda,2026-01-31T13:04:57.900Z,"T＆Hベストパートナーさんで成婚退会できました！
婚活に不安や迷いがある方には、絶対絶対オススメな相談所です。個々のペースに合わせて、本当に親身になって優しくサポートしてくださります。

私は以前大手相談所に入っていましたが、上手くいきませんでした。同じ検索ツールを使っているのにこちらで成婚できたのはナゼだろうと改めて考えてみると、やはりカウンセラーさんの手腕によるものだったんだと思います。こちらのカウンセラーさんは婚活のエキスパートであり、この仕事を心から好きでやっているということが伝わってきます。そういう方の元で進める婚活は、とても安心感があり、自然と自信を持って取り組むことが出来ました。
いい歳してかなり奥手な私が無事結婚して幸せな生活を送れているのは、T＆Hベストパートナーさんのおかげです。本当にありがとうございました。",,Ci9DQUlRQUNvZENodHljRjlvT2pZd1ZEbHBRakJaWTB0S1pXSk9OMlJ6VEV0allXYxAB
135,200557,ChIJTWspgOGLGGARRBOGcniMEOQ,5,C,2026-02-05T11:58:59.723Z,,,Ci9DQUlRQUNvZENodHljRjlvT20xbVZHaFdVbFpuT1RORVkybFlkbXhqV0hSR2JIYxAB
136,200349,ChIJl10J_O2RQTURtD-3ufbuhH8,4,渓太,2026-02-01T04:10:03.574Z,親切でとても良かったです。,,Ci9DQUlRQUNvZENodHljRjlvT2xGbmNreHZXVGRzZEV4c1dHcENUMjFRWkhCSlduYxAB
137,200349,ChIJl10J_O2RQTURtD-3ufbuhH8,5,いちこ,2026-01-29T15:30:10.126Z,"スタッフの方のサポートのおかげで無事再婚退会することになりました。
お相手はこちらで紹介していただいた方です。
迷ったりやる気がなくなった際も無理に活動をすすめるのではなくあたたかく見守って背中を押していただきました。こちらでなければ私は最後まで活動を続けることができなかったと思います。
とても感謝しています。",,Ci9DQUlRQUNvZENodHljRjlvT2paT1RERlBkMmRzYVZkS2NHdHFZVk5XTkdkck4zYxAB
138,200349,ChIJl10J_O2RQTURtD-3ufbuhH8,5,だい,2026-01-28T02:01:28.900Z,"入会前に丁寧に活動の流れを説明していただき、安心して活動することができました。
とても素敵な女性を紹介いただき、2ヶ月経たずに成婚することができました。
ハルマリさんに入会しなかったら絶対出会えなかったと思います。
要所でサポートしていただけたのでスムーズに成婚まで進められました。
ありがとうございました。",,Ci9DQUlRQUNvZENodHljRjlvT21wSk5FZFBVbXRtWDNOVU0wOXhaM1o2VWpORmNXYxAB
139,200422,ChIJBWugF_hlA2ARd-RRubKFV4A,1,Kazu,2026-02-03T11:49:11.036Z,"資料請求を行った際、住所の入力を求められたので入力したものの、資料はメールでPDFで添付して送付と送られてきました。
メールで済ませるのでしたら、住所は何に使うのでしょうか？

また、その後代表と思われる人物から「〇〇様　お問合わせ頂いた資料をメール添付で送りましたが届いていますか？　結婚相談所はなえる　浅野」と、突然SMSが届きました。
突然知らない携帯電話番号から、最初に名乗りもせずにSMSが届くのは会社として如何なものでしょうか？

そして後日、先方から「無料相談の問い合わせを頂きましたので日程の調整をしたくお電話致しました」と電話がありました。
今の段階では資料請求を送っただけなんですけど、どの様な経緯で相談予約にまで繋がったのでしょうか？

なんか怖いです。",,Ci9DQUlRQUNvZENodHljRjlvT21WME5VSmlMVTAyVUcxUE9TMHRSalZ3TUd0S09YYxAB
140,201084,ChIJc9Qixr0PAWARzeJ_CxIQwOc,4,Pピース,2026-02-04T12:38:33.177Z,,,Ci9DQUlRQUNvZENodHljRjlvT2pseVVHOXNNeTFFTUZGVWNsQmZZVk5VU25OeGRuYxAB
141,201084,ChIJc9Qixr0PAWARzeJ_CxIQwOc,1,A,2026-02-04T09:46:37.994Z,,,Ci9DQUlRQUNvZENodHljRjlvT205VGRGaHpTRE5QWTFsUFFUVlhRa1pPVlRac1dVRRAB
142,200542,ChIJ-0NFLyxf4oARiwRHhHhz4M4,5,あおい,2026-01-30T13:34:39.171Z,"お世話になっております。
最近入会したばかりですが、アドバイスが的確ですし、とても親身になってくださいます。
システムも成婚重視でされており、申し込みの件数やお見合いで料金が発生しないのも好印象です。
関西で婚活したい方はぜひ無料相談から入ってみることをおすすめします。",,Ci9DQUlRQUNvZENodHljRjlvT2pOUFltbDNUelZ2Um14S1dtZzFZWEZUWjB0eUxVRRAB
143,200412,ChIJSQKOaQf1GGAR9P_avKkuZhs,5,はちはち,2026-02-05T23:46:11.771Z,"20代後半の男性です。
1年程で成婚退会をいたしました。

オススメなポイント
1.男女両方の視点からの意見が聞ける
夫婦で運営してらっしゃるので、カウンセリングは主に女性の方ですが、旦那様のご意見を間接的に聞ける機会が多く、大変参考になりました

2.プロフィールをテンプレートではなく、一人ひとりに向き合って作成してもらえる
IBJのプロフィールはカウンセラーさんからの他己紹介文がありますが、「そんなところまで丁寧に！？」となるほどヒヤリングしてくださり、文も柔軟に個人の状況に合わせて作成してくださいました

3.連絡のレスポンスが早い
もちろん常識の範囲内での話ですが、突発の面談や相談も前向きに検討してくださいました。デートやお見合いが急に決まることもあるので、大変ありがたかったです。

大手のIBJ結婚相談所とは異なり、入会相談で最初に話す方と、実際にサポートしてくれる方が一緒なのはかなり安心できました。
全IBJ加盟店のうち10～15％程度しかIBJアワードも多数受賞されていて、個人の相談所の中でも実績がわかりやすかったのも選んだポイントでした。

ご参考になりましたら幸いです。",,Ci9DQUlRQUNvZENodHljRjlvT21RNWNtMVdVRUYyUnpKSldYbFdUVTlYTVc5dlQzYxAB
144,200364,ChIJ38-vYJ9zUzURTUqi58uhN6Y,5,谷学,2026-02-04T02:36:58.657Z,出会いのきっかけが減ってきたので思い切って登録しました。結果的に、価値観の合う素敵な方と出会えて、無事に成婚できました！一人では不安な部分も、しっかりフォローしてもらえて心強かったです。利用して本当によかったと思います。,,Ci9DQUlRQUNvZENodHljRjlvT2xZeVpWZFpUVkpaVnpCQlMwbHdVazVwZGtoUFNIYxAB
145,200501,ChIJba4AikKHBGARDGRyp9kr1ss,5,MIO ASAI,2026-02-06T05:29:12.917Z,いつもお世話になりっぱなしの先輩仲人カウンセラーさんで、どんな相談も優しく包み込むように対応してくださるので、居心地が良くてつい長話になってしまいます。これからも末長くお付き合いよろしくお願い致します。,,Ci9DQUlRQUNvZENodHljRjlvT2s5b2NIVnlTMU16TTFOaWJYRTNRWFJIUkY5RWVtYxAB
146,200431,ChIJudUU2bb_UzURaW5ID9RgbfY,4,MT (リンゴ),2026-02-01T11:15:50.087Z,とても親身になってくれてとてもよかっのでオススメです,,Ci9DQUlRQUNvZENodHljRjlvT2trd2VrbHhTbXRKVEZCdVV6aFZSV3d6V0ZWSGFsRRAB
147,200387,ChIJk2WV3gIDAGARgMLEPJTHFVM,1,yuki,2026-01-28T11:12:16.463Z,,,Ci9DQUlRQUNvZENodHljRjlvT25obWIxRktObVIyZFVrdFRqZFVRak5JTkd4V09GRRAB
148,203497,ChIJkRea2FTnbGsRHH-ieOZClwU,5,kana osa,2026-02-05T01:25:46.053Z,"お話を伺って、これまでの婚活のイメージがガラリと変わり、前向きな気持ちになれました。
MIKIさんがこちらの話もしっかり聞いて下さるので、こんなこと聞いていいかなという内容も安心して相談できます。
これからもよろしくお願いします。",,Ci9DQUlRQUNvZENodHljRjlvT2pKcVdtd3pWSE5JUm1WVWVYY3hWMEZvVmpCTFVtYxAB
149,200073,ChIJdyr0wwMlImARrkSkaM-_feE,3,ごる,2026-02-03T10:40:59.487Z,丁寧な対応です。,,Ci9DQUlRQUNvZENodHljRjlvT21kbFZrMUtUWFZIWldWUFRuRjVTblJwTkVnM1ExRRAB
150,200094,ChIJu6g9yoAMImARCN-4apK4Mfc,5,いぬねこ（早蕨）,2026-01-31T07:57:28.991Z,"結婚について様々な疑問点などにも親身に相談に乗って頂きました。
また仕事の都合上時間が合わない事などもありましたが、その都度対応してもらう事が出来ました。
プレッシャーを感じずに気軽に話が出来る相談所だと思いました。",,Ci9DQUlRQUNvZENodHljRjlvT2sxQ1UzQlFRVGN0VFdwSmJucGZkRzV0UkY5elgzYxAB
151,200092,ChIJ-UR2dWBOH2ARyGTYJL3szWk,5,うすぃ,2026-01-29T02:07:11.622Z,"親の勧めて入会。まさか相手が見つかるとは思わず、生まれて初めてお見合いと言うものを体験しました。時間はそれなりに要しましたが、とても素敵な人と出会うことが出来ました。
相手との付き合い方等担当の方からアドバイスも受けられて、安心でした。",,Ci9DQUlRQUNvZENodHljRjlvT2pkV2RYUmlUMkYwV1ZkRGJFVk9ZMjVwTFdGek1WRRAB
152,200070,ChIJ_fjvm06_QzURBm5KhlK_wUA,5,マサ,2026-02-01T05:10:54.062Z,"この度、無事に成婚できる事が出来ました。
スタッフ様の温かいサポートのおかげです。
これからは2人で新しい生活にむけて幸せを築いていこうと思います。
本当にありがとうございました。",,Ci9DQUlRQUNvZENodHljRjlvT25sdFZISjRjamhCUlRKR1duZFJhREZmTW04Mk0xRRAB
153,200070,ChIJ_fjvm06_QzURBm5KhlK_wUA,5,やま,2026-02-01T05:10:51.823Z,消極的な自分で、どうしたらよいか分からないことが多かったですが、いろいろアドバイスをしていただき無事に成婚することができました。,,Ci9DQUlRQUNvZENodHljRjlvT2t0T1NFNWthRzFEZFRKclJFWkNhV1ZxVEdRNE5uYxAB
154,200076,ChIJHS2UHl6EHWARHqYmgkGOWdQ,5,K.勇気（ゆぅ）,2026-01-29T09:55:03.824Z,"こんな私が結婚できるとは夢にも思っていませんでした。
この出会いを結んでくださり、サポートして頂いたスタッフの皆様には感謝しかありません。
ありがとうございました",,Ci9DQUlRQUNvZENodHljRjlvT21SclZHSmFlVEE1WjA5aE1XMXFXbFp6TW1Kd2VFRRAB
155,200067,ChIJXTj0V6GPAGAR51Co6rXwIZY,5,山根和,2026-01-28T10:38:34.751Z,"初回カウンセリングを受けました✨
柔らかい雰囲気でとても話やすく、自分の特徴からどんな人を選んだらいいか、その人に選ばれるには何を改善していったらいいかなど丁寧にアドバイスくださるので安心感が高まりました^_^",,Ci9DQUlRQUNvZENodHljRjlvT210VU9ETlFPQzF4Y2tseGJGTllNR1ZqVXpNMVlXYxAB
