レビューID,施設ID,施設GID,レビュワー評価,レビュワー名,レビュー日時,レビュー本文,レビュー要約,レビューGID
124,112,ChIJUxSOWD0pC18ROez2Sx8QnR8,5,ゆ,2026-01-22T07:42:31.311Z,"3年前から通っています。
以前通っていた歯医者は予約制なのに待たされることが多かったのですが、ここは受付→治療→会計までとてもスムーズで、予約もアプリで24時間出来るので電話の手間も無くとっても便利です。
院内はいつも清潔で、全ての設備が最新なのも新しい歯医者さんならではだと思います。
院長はとても親切で気になったことは何でも教えてくれます。歯医者さんでよくある、ちまちま何週にも分けて通院させたりする事もないですよ。
地下鉄西28丁目から歩いて数分、また提携駐車場もあるのでアクセスも抜群です。",,Ci9DQUlRQUNvZENodHljRjlvT210dFdXNUVhakJqWTFWZlltOXdOVEpOV25nM09IYxAB
125,112,ChIJUxSOWD0pC18ROez2Sx8QnR8,1,TeTeTeTeTe,2026-01-21T06:20:15.915Z,セラミックが取れ受診。新しく作り直していただきましたが高さが合わず痛くて噛めないとさいさん伝えるも衛生士はそのまま仮着。痛すぎて自ら仮止めの歯を外しました。２本装着した際は隣接する歯との隙間がありすぎて食べ物が挟まり痛くて食事できず。当然その旨を伝えるも聞いてくれず馬鹿高いセラミック代が無駄に。これからは一歯治していただいて信頼できる納豆できる歯科なのかを確かめた上で治療を進めていただくべきだと、、、高額すぎた勉強料でした。,,Ci9DQUlRQUNvZENodHljRjlvT2poS2NUUnFWVXhCV25SaVowSndUWE40Tkc5bFYzYxAB
126,116,ChIJVddCv3UpC18RN-9KQu5HqDQ,5,五嶋希,2026-01-23T02:05:48.930Z,"何年も通っています
治療は適切で調子良く維持できています
定期的な歯のお掃除は他院で審美で自由診療になったものより丁寧で綺麗になります！
先生　衛生士さん　受付の方　皆さんとても感じが良く気持ち良く通える歯科医院です
混んでしまうのでクチコミ躊躇していましたが感謝の気持ちをお伝えしたくて！
いつもありがとうございます",,Ci9DQUlRQUNvZENodHljRjlvT2tkYWIxYzVkSEJMVm14RFZsTm1jV1V6Vmt3MGNuYxAB
127,102,ChIJ0dIVKd4pC18RACipYa5YnTw,5,konpeitou,2026-01-28T04:55:27.000Z,"いつも丁寧に治療含め、優しく対応してくださってありがとうございます。体調も気遣ってくださって本当にありがとうございます！
今後もよろしくお願いします！",,Ci9DQUlRQUNvZENodHljRjlvT2xSU2MwVTRjMFU0VFZOYWRtSTJjMnR5WlUwMGNIYxAB
128,102,ChIJ0dIVKd4pC18RACipYa5YnTw,5,funeta blcak,2026-01-28T01:27:10.234Z,とても丁寧に対応していただいて安心できます。,,Ci9DQUlRQUNvZENodHljRjlvT2tJMVJscDRUWFpJVFdsSk1sTnBlRkZsY0doT1EwRRAB
129,102,ChIJ0dIVKd4pC18RACipYa5YnTw,4,上井聖未,2026-01-21T03:54:22.707Z,"いつも丁寧に対応いただいています。
ありがとうございます。",,Ci9DQUlRQUNvZENodHljRjlvT2xkS1RscFVaRmhNWDNsdVRWRkVaR1ZDUVVkamJsRRAB
130,102,ChIJ0dIVKd4pC18RACipYa5YnTw,4,かめきち,2026-01-20T03:43:09.491Z,説明がわかりやすく、虫歯の状態も治療後の状態も実際に写真で見せてもらえてとても良かったです。,,Ci9DQUlRQUNvZENodHljRjlvT2xwVlZ6aGxWazQ1Wm5CbWFXcHRlV0pXWlV0eVRFRRAB
131,152,ChIJzfdwdeopC18RaM0ZqbHmezg,5,山本尋子,2026-01-30T05:19:40.153Z,"24年10月、退職を機に、上の歯をオールオン4（私は5本）、下の両奥歯をインプラント手術！
25年11月上の本歯、26年1月下の本歯、合わせて下の他の歯をホワイトニングや、銀歯を白く変え、遂に今日完結しました^ - ^
歯の形、色は勿論、噛み心地も自分の歯のようと言うより、前の自分の歯より快適、綺麗になりました！
これまで虫歯治療や部分入れ歯と、かなり歯には時間もお金もかけてきたけど、もうこれで悩まず済むと思うと嬉しさ爆上がりです。
費用はかなりBIGだけど、これからの人生考えたら絶対やって後悔のない治療法です！
手術当日から仮歯なので、歯が無い日もないから安心。
先生は、この道かなり有名で当然完全に安心して任せられるし、歯科衛生士の方も同じくプロフェッショナル。フロントの方も素敵で治療だけでなく医院すべてが信頼できます。
支店にも通い、下の歯の矯正も完璧にして貰いました。
や〜、ホントやって良かった！
益々美味しいもの食べるぞ^ - ^",,Ci9DQUlRQUNvZENodHljRjlvT201dU9UQlRiMUo1Tm10alVtcHlOME40Y25keGFIYxAB
132,128,ChIJ3cpQFckpC18RLObpC6NQMbI,5,澤口弓枝,2026-01-21T05:53:45.646Z,,,Ci9DQUlRQUNvZENodHljRjlvT21WNVVITmFWbEI1WTAxb1dXcFphVkpyVUVvM2FsRRAB
133,187,ChIJcUZwgowpC18R86fS1DX0zt8,1,Kimitaka Tanaka,2026-01-27T12:18:10.761Z,"雪のせいで道が悪く、予約時間に10分遅れただけで、予定の治療が途中で終わるかもしれませんが、今日はどうしますか？と受付で言われた。
忙しいのはわかるが、あまりにも顧客に対する態度が悪すぎる。
受診する方も仕事などを都合つけて、来ているのにあまりにも配慮が足りない。もう2度と行きません。",,Ci9DQUlRQUNvZENodHljRjlvT25OUGJqVTFTM2xQWmtkMVRGTlVOMk5QV0dGWk4yYxAB
134,125,ChIJJTONCwQqC18Ri7w0N8Z8Byo,5,みっつ,2026-01-27T11:41:40.029Z,綺麗な内装で、受付の方も先生方も優しくて丁寧！説明もわかりやすく、また料金のことなど気にしていましたが、無理に進めず話をしてから決めさせてくれるのありがたいです。また子供がいるのですが、時間を気にしてくれたりなどの配慮が素晴らしいなと思いました！,,Ci9DQUlRQUNvZENodHljRjlvT2pscFVXYzBWSGQxWkRSNlNHaFVhbnB6UnpSWFNHYxAB
135,107,ChIJHXz_b2AvC18Rxo2UmFIJg8U,5,品田syun,2026-01-30T12:37:46.819Z,2回目のホワイトニング。前回よりもさらにトーンが上がって、鏡を見るのが楽しみです。全然しみなかったし、スタッフさんも優しくて安心してお任せできた。やっぱりプロにやってもらうのが一番ですね。また色が気になり始めたらお願いしようと思います！,,Ci9DQUlRQUNvZENodHljRjlvT2tjdE9YZE5lRGhRTkVwMWRVRjRRakl4T1U5eU9GRRAB
136,107,ChIJHXz_b2AvC18Rxo2UmFIJg8U,5,ken hori,2026-01-30T12:13:31.132Z,"長年インプラントを迷っていましたが、カウンセリングでこちらの話をじっくり聞いてもらえたのが決め手でした。 説明が一方的じゃなく、こちらの疑問にちゃんと答えてくれたので、納得して進められたのが良かったです。

実際の治療もスムーズで、今は違和感なく過ごせています。もっと早く相談すれば良かったな、というのが正直な感想です。",,Ci9DQUlRQUNvZENodHljRjlvT2t4alZ6bFdlRTF4YTIxYVRrRkhSMkYyUkd0amNVRRAB
137,107,ChIJHXz_b2AvC18Rxo2UmFIJg8U,5,林幸夫,2026-01-30T03:03:53.922Z,"歯医者嫌いな初老の私にも長野先生に大変気遣って頂いたご対応を頂いております事から全ての患者さんにも同様の接し方なのだと思います。
だからいつも混み合っているって事の証しだと思います。
また、いつも仕事でも大変お世話になっておりありがとうございます😊",,Ci9DQUlRQUNvZENodHljRjlvT2todk9YTTJYM2RqVUVZMWExTmZSRTVWTkUxU09FRRAB
138,157,ChIJDzv-yFUrC18RvNh2h8M77F0,5,bo ke,2026-01-21T02:25:42.436Z,先生も衛生士さんも丁寧で安心して通院できました。,,Ci9DQUlRQUNvZENodHljRjlvT21NNU5FMVlVM2R1YXpSclVVaG5SRzFpT0hkVWVFRRAB
139,117,ChIJRQCp300pC18Rvwa5c4Z2oBg,1,くう太,2026-01-30T03:10:29.627Z,,,Ci9DQUlRQUNvZENodHljRjlvT2taRFZFazBXbUYyY1VsVWREWnZTSGRFTXpkZlpWRRAB
140,117,ChIJRQCp300pC18Rvwa5c4Z2oBg,5,くるぶし,2026-01-29T03:01:11.119Z,,,Ci9DQUlRQUNvZENodHljRjlvT2xOcWJtdE5ZelptVTFWTFJVaFdiRGxGTkdvd2RYYxAB
141,104,ChIJ8XN_OIwpC18RQU5tiy-VQqU,5,純子,2026-01-30T02:26:50.988Z,"数年に渡り悩んでいた箇所があり通い始めました。
以前通っていた東京のクリニックでは出来る事は特に無いと言われていたのでしっかり手入れする以外なすすべは無かったのですが次第に悪化していき、札幌に来てからもクリニック探しに迷走しました。
セカンドオピニオンでこちらのクリニックを訪れて、先生の丁寧な説明から、原因解明〜対策まで考えてくださると感じお任せする事にしました。
歯をなるべく残していきたい、というのが患者の望みだと思うのですがそうして下さる先生だというのが伝わってきた様に感じます。

先生方はお二人とも、また歯科衛生士さんも親身で丁寧ですし、安心出来ます。
今後どんな治療になっていくかは不安ではありますが、期待しつつ通っていきたいと思っています。",,Ci9DQUlRQUNvZENodHljRjlvT2xKcU1FZHFZbHBZVG1STWF6UkdWbUZJU2xwR2JGRRAB
142,206,ChIJVzcne1UlC18RFlYdBBJTPug,1,anna,2026-01-29T11:50:35.597Z,"最低、最悪です。
こんな歯医者が存在するのが恐ろし過ぎる。

何十万もする治療を保証期間が1年以上残ってるのにも関わらず、勝手に保証終わりだと言いはり、やり直して貰えませんでした。
忙しくてしばらく行けない事は言ってあったのに、たった2ヶ月行かないだけで、保証は終了するそうです！
何十万もする治療の保証が、保証期間内であっても、2ヶ月行けないだけで、その説明もしてあったのにも関わらず、終了するそうです。
保証の意味って知ってるんでしょうか？
文句があるなら、弁護士たてろとまで言われました。
医者ではなく、どこぞの組の人と話してるようでした。",,Ci9DQUlRQUNvZENodHljRjlvT2xBNFlrWTVaR0ZTWkVSemRIQlpka3ByV0VKVFFVRRAB
143,339,ChIJK1znJNsoC18RTLvwGhmHgwg,2,オダマギ尾,2026-01-27T00:23:56.741Z,"以前は良いと思ってた
暫くぶりで通ったが、仕事が雑に…
困るので意見するとなんかキレられた。
年取ると横柄になるのか？
丁寧さも無くなり驚いた
初心忘れたか……残念だ
もう誰にも紹介しないわ",,Ci9DQUlRQUNvZENodHljRjlvT2tOdmFEVkdiMGxSWXpsbWQzSnVTV2RuVlZGVmNYYxAB
144,345,ChIJfVAQ7akrC18RRk6ETc-gjAA,5,kumagai hideyuki,2026-01-27T03:15:41.601Z,,,Ci9DQUlRQUNvZENodHljRjlvT2pZeFF5MHlPR3BXWlhSaGIwUk9SekF3UVVwVmJuYxAB
145,321,ChIJKQmE2O8uC18R0fE_UNY3w4c,5,tmysan,2026-01-23T09:22:39.977Z,"似鳥先生は麻酔の注射痛くないです。
丁寧に説明してくれますし、優しい方です。
スタッフの方々もいつも優しいので定期的に通院させていただいています。
これからもお世話になります。",,Ci9DQUlRQUNvZENodHljRjlvT2pWbVNHTXRhM0E1VTNOdFFVeDFMVEl6VUcxSmFYYxAB
146,325,ChIJuz-f9zcvC18RqmyMlFRzmS4,1,HIDE M (ひであき),2026-01-26T14:14:22.558Z,いつも目の前の消火栓が雪で埋められている。誰かが悪いわけではないでしょうけど。雪が悪いのかな。,,Ci9DQUlRQUNvZENodHljRjlvT2pOUFRrd3hVSFIyWjBSU1MxVXhkbVpYUVRSbU5tYxAB
147,233,ChIJ1TCDLZ8oC18RL2Xii36sPTY,5,みみな,2026-01-30T00:59:22.210Z,"ここで治療を受けてから口腔内はもとより体調までも良くなり本当に感謝しております。院長先生にはなんでも相談できますし
スタッフも皆さんプロで嘔吐反射の強い私も一度も気持ち悪くなったことがありません
また定期検診でよろしくお願いします🙇",,ChdDSUhNMG9nS0VJQ0FnTUNRcEpDanZBRRAB
148,295,ChIJq6oaITcvC18RH8gMwaPCv2M,5,いっく,2026-01-26T11:36:57.838Z,"始め駅前の房川デンタルクリニックで
大先生にお世話になって　その後こちらに来て　もう6年位になります。
私は若くして歯を何本も無くし　自分の歯はあまり無いのですが、先生始めスタッフの皆さんが丁寧に親身に接してくれるので、インプラントのお陰で楽しく食事が出来ています♪
これからも頑張って通いますので宜しくお願いしまず^_^
ありがとうございます",,Ci9DQUlRQUNvZENodHljRjlvT25CRlVucFBNMHRvU1haWFUwVm9Xa05wWm5wVldIYxAB
149,300,ChIJawe-JG8pC18R-AUFry7d6iQ,5,でぶねこ,2026-01-29T07:58:45.201Z,とても丁寧に診てくれますし、ダラダラ通院をさせるようなことはありませんので、安心して通えるクリニックです。,,Ci9DQUlRQUNvZENodHljRjlvT2pkTVEzZDVhVEpEVVhsamRYUTJORkJSTjAwd1ZIYxAB
150,300,ChIJawe-JG8pC18R-AUFry7d6iQ,5,藤山海斗,2026-01-23T07:51:20.396Z,,,Ci9DQUlRQUNvZENodHljRjlvT2toUFJYRjZlbDlaTFRkcVFWSnRWamxaUjBGb2VGRRAB
151,300,ChIJawe-JG8pC18R-AUFry7d6iQ,5,高橋良幸,2026-01-23T07:49:16.832Z,,,Ci9DQUlRQUNvZENodHljRjlvT2pWZlQwTlFjVTVZTUU1dFUzRnpUV3hWU0d0aVlYYxAB
152,320,ChIJV2sykcIuC18RMTtAYEx0f3s,1,ken kuma,2026-01-29T16:50:51.670Z,"かなりレアな歯医者
ナースがネイルしている日本全国で
唯一希少な病院！
それが普通なのか？ ネイルナースは
複数名いるのも面白い！
ネイルしている方々は接客そのものも
普通では無い
ここは飲み屋なのか？病院なのか？
ホームページの綺麗な言葉とはかなり
かけ離れている面白い歯医者さんでした
院長はオーナーなのか？謎
多分違うんだろうと思う所です
開業医で普通にネイルを許すはずが
無いと思うので。
その爪で人のくちに指を入れるとは
あまりにも舐めすぎだと思いませんか？
それがこの病院さんの
ポリーシーでしたらどうぞご自由に。",,Ci9DQUlRQUNvZENodHljRjlvT21adlVFSnFiRzQ0ZVU5cFZsVldXbDlSWldsaGRIYxAB
153,357,ChIJ6ziLUacrC18R9Pok29CadN8,1,マルコメ,2026-01-29T12:57:16.611Z,"初診日から1ヶ月(計4回受診)で治療が全く進まず、治療方針を決める為の検査を数多く実施されていました。
患者目線ではどれが重要で、どれが重要度が低いのか？は全く分かりません。
ただ受診する度に再診料や検査料を取ってくる事を考えるとここまでやる必要はないので？と感じました。
治療が進まない為、先日転院するとお伝えさせていただきました。
なので今回は４回の診療にしてはやや高めの支払いだけして終わる形になりました。

検査結果よる治療方針では私は保険内治療でなるべく安く・最短でと伝えたにも関わらず、15〜50万円前後の治療パターンの説明しかありませんでした。

他院の先生に今回の治療方針などを相談した際に説明している事は間違いないし、その治療にかかる費用は正しいけど、私の希望を考えると優先的にその治療パターンを説明するのは間違えているかもしれませんと言われました。

現在は他院で受診2回目で治療が始まっています。",,Ci9DQUlRQUNvZENodHljRjlvT2s1c2MyWnpRWEZYTVZGbVptOXhSMFZmYVhSTmEwRRAB
154,381,ChIJcUm5HBIrC18ReLfRdprCnoQ,5,正治大住,2026-01-29T07:35:28.858Z,"現在治療に通っており、大変気に入っている場所です。

いつも清潔で、設備がしっかりとした印象。
先生が日本口腔外科学会の有資格者であるため、口や歯の形を見たうえでのスケジュール管理・治療を行ってくれることがかなりの利点。やや慎重気味な進行速度になりますが、個人的には信頼を感じます。
私自身、衛生士の皆さんを含めて不満を感じたことはありません。

先生については、モノをハッキリ言うお人であることは事実です。
ダメなことはダメ、こうした方が良い、など理由をハッキリと説明してくれたうえでの施術になるため不透明なことが一切ないお人柄。私の気質には合っています。しかし、『ハッキリ言う』ということは遠回しな言い方とトレードオフであることは事実。もし、オブラートに包んだ言い方を望むのであれば、他の治療院も検討されるのが良いかもしれません。",,Ci9DQUlRQUNvZENodHljRjlvT21SaU9UVXpWMkZEYjNWVU1WQkdPRGwyUjJVdFIzYxAB
155,436,ChIJMzsQG7YrC18R4Dg7yLIuqkc,5,TKG,2026-01-26T01:46:49.770Z,"予防歯科に力を入れているそうです。
特に予約時に指名はしていませんが、どの歯科衛生士さんも凄く丁寧です！",,Ci9DQUlRQUNvZENodHljRjlvT2xKTVJFRnFielJQUWxGUlJGZFdUMU00YTFGRWFWRRAB
156,378,ChIJocadtD4rC18RSuqAfYHeE74,1,松川和樹,2026-01-29T07:10:05.724Z,,,Ci9DQUlRQUNvZENodHljRjlvT2t0Mk1XVk1RMUZyVW1WZk9VWm5Wa3hwVlRseFoyYxAB
157,410,ChIJjRxbDsgrC18RM8fk_CJub0A,4,ゆぅRomantico,2026-01-21T01:37:59.326Z,,,Ci9DQUlRQUNvZENodHljRjlvT2tSMlFWSnlRVWR5UmxwQk5VdFlNMGxCWjJkblJIYxAB
158,385,ChIJq6q6iOcrC18Rv4tQpSVCJZs,1,MN MN,2026-01-26T14:41:36.213Z,,,Ci9DQUlRQUNvZENodHljRjlvT2pKSmNsZDBPRTlwVUc0eWJqUmljRk5HVVhaaVVWRRAB
